,TimeStamp,interocularDistance,glasses,pitch,yaw,roll,joy,fear,disgust,sadness,anger,surprise,contempt,valence,engagement,smile,innerBrowRaise,browRaise,browFurrow,noseWrinkle,upperLipRaise,lipCornerDepressor,chinRaise,lipPucker,lipPress,lipSuck,mouthOpen,smirk,eyeClosure,attention,eyeWiden,cheekRaise,lidTighten,dimpler,lipStretch,jawDrop,relaxed,smiley,laughing,kissing,disappointed,rage,smirk.1,wink,stuckOutTongueWinkingEye,stuckOutTongue,flushed,scream,FRUSTRATED,TIRED,ENGAGED,CLASS
0,0.0,104.5553,1.0,-21.4927,-3.5241,-6.7132,0.0018,0.0045,0.4298,0.0241,0.0045,0.1926,0.19399999999999998,-0.0662,0.0795,0.0,0.0116,0.0077,0.0227,0.0782,0.0047,0.0012,0.0192,0.0131,0.0154,0.013999999999999999,0.0004,0.0615,0.0,97.5759,0.0003,0.0024,0.0342,0.0126,0.0013,0.0843,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.002,2.2977,2.2977,0.0018,0.027999999999999997,0,0,1,1
1,0.04,103.666,1.0,-22.7158,-4.2662,-7.2948,0.0018,0.0046,0.4305,0.0241,0.0046,0.1923,0.1941,-0.1032,0.0798,0.0,0.0114,0.0086,0.0446,0.0868,0.0217,0.001,0.0358,0.0207,0.0505,0.0217,0.0003,0.06,0.0,97.199,0.0007,0.0022,0.0615,0.0236,0.0029,0.1782,0.0018,0.0018,0.0018,0.0018,0.0018,0.0046,0.0,0.0021,2.2977,2.2977,0.0018,0.0281,0,0,1,1
2,0.08,103.7952,1.0,-23.2563,-4.6346,-7.9905,0.0018,0.0046,0.4303,0.0241,0.0046,0.1924,0.1943,-0.1007,0.0797,0.0,0.01,0.0093,0.0388,0.0838,0.0272,0.0009,0.0316,0.0283,0.0458,0.026000000000000002,0.0003,0.0707,0.0,96.9912,0.001,0.0025,0.0632,0.0197,0.0029,0.1589,0.0018,0.0018,0.0018,0.0018,0.0018,0.0046,0.0,0.0022,2.2977,2.2977,0.0018,0.0281,0,0,1,1
3,0.12,103.7458,1.0,-23.6869,-3.8268,-8.1698,0.0018,0.0046,0.4303,0.0241,0.0046,0.1924,0.1944,-0.1035,0.0798,0.0,0.0105,0.01,0.0388,0.0856,0.0243,0.0007,0.0356,0.0215,0.0533,0.0269,0.0003,0.0767,0.0,97.4285,0.0012,0.0036,0.0714,0.024,0.0035,0.1758,0.0018,0.0018,0.0018,0.0018,0.0018,0.0046,0.0,0.0023,2.2977,2.2977,0.0018,0.0281,0,0,1,1
4,0.16,104.4075,1.0,-22.8992,-3.8823,-7.2321,0.0018,0.0046,0.4303,0.0241,0.0046,0.1924,0.1943,-0.1045,0.0797,0.0,0.0105,0.0095,0.0403,0.0822,0.0342,0.0008,0.0335,0.0243,0.0446,0.0265,0.0003,0.0724,0.0,97.4006,0.0011,0.0021,0.0684,0.0235,0.0032,0.1706,0.0018,0.0018,0.0018,0.0018,0.0018,0.0046,0.0,0.0023,2.2977,2.2977,0.0018,0.0281,0,0,1,1
5,0.2,103.4853,1.0,-23.3471,-3.3206,-7.7924,0.0018,0.0046,0.4305,0.0241,0.0046,0.1924,0.1943,-0.1003,0.0797,0.0,0.0106,0.0094,0.0365,0.0861,0.0294,0.0008,0.0289,0.0235,0.0436,0.0241,0.0003,0.0732,0.0,97.6704,0.0012,0.0026,0.0633,0.0226,0.003,0.1795,0.0018,0.0018,0.0018,0.0018,0.0018,0.0046,0.0,0.0023,2.2977,2.2977,0.0018,0.0281,0,0,1,1
6,0.28,104.5468,1.0,-23.2615,-3.5197,-6.8955,0.0018,0.0046,0.4302,0.0241,0.0046,0.1924,0.1942,-0.0997,0.0797,0.0,0.0105,0.0094,0.0372,0.0817,0.0294,0.0006,0.0258,0.0224,0.0523,0.023,0.0003,0.0662,0.0,97.57799999999999,0.0012,0.0023,0.064,0.0201,0.0029,0.1641,0.0018,0.0018,0.0018,0.0018,0.0018,0.0046,0.0,0.0023,2.2977,2.2977,0.0018,0.0281,0,0,1,1
7,0.36,102.9308,1.0,-24.1005,-3.4309,-7.5701,0.0018,0.0046,0.4304,0.0241,0.0046,0.1924,0.1942,-0.1046,0.0798,0.0,0.0104,0.0096,0.0365,0.0828,0.0332,0.0007,0.0275,0.0217,0.059000000000000004,0.0239,0.0003,0.067,0.0,97.6196,0.0013,0.0026,0.0655,0.0231,0.0031,0.1752,0.0018,0.0018,0.0018,0.0018,0.0018,0.0046,0.0,0.0023,2.2977,2.2977,0.0018,0.0281,0,0,1,1
8,0.44,103.9174,1.0,-23.357,-4.6381,-8.043,0.0018,0.0046,0.4302,0.0241,0.0046,0.1924,0.1941,-0.1092,0.0798,0.0,0.011000000000000001,0.0094,0.0398,0.0777,0.0412,0.0007,0.028999999999999998,0.0214,0.0634,0.0236,0.0003,0.0639,0.0,96.9892,0.0012,0.002,0.0648,0.0216,0.0028,0.1687,0.0018,0.0018,0.0018,0.0018,0.0018,0.0046,0.0,0.0023,2.2977,2.2977,0.0018,0.0281,0,0,1,1
9,0.52,104.0924,1.0,-23.5325,-3.6568,-7.296,0.0018,0.0046,0.4307,0.0241,0.0046,0.1923,0.1942,-0.1156,0.0798,0.0,0.0115,0.0096,0.0423,0.0867,0.0439,0.0007,0.0309,0.0237,0.0594,0.025,0.0003,0.0691,0.0,97.5123,0.0013,0.0022,0.0726,0.0235,0.0029,0.1759,0.0018,0.0018,0.0018,0.0018,0.0018,0.0046,0.0,0.0023,2.2977,2.2977,0.0018,0.0281,0,0,1,1
10,0.56,103.7743,1.0,-23.2933,-3.2801,-7.6208,0.0018,0.0046,0.4308,0.0241,0.0046,0.1924,0.1942,-0.1097,0.0798,0.0,0.0116,0.01,0.0391,0.0892,0.0402,0.0007,0.0279,0.02,0.05,0.0228,0.0003,0.0691,0.0,97.6887,0.0012,0.0024,0.0698,0.0217,0.0028,0.1651,0.0018,0.0018,0.0018,0.0018,0.0018,0.0046,0.0,0.0024,2.2977,2.2977,0.0018,0.0281,0,0,1,1
11,0.6,104.6439,1.0,-23.39,-2.9934,-7.7577,0.0018,0.0046,0.431,0.0241,0.0046,0.1924,0.1942,-0.10400000000000001,0.0797,0.0,0.0114,0.0098,0.0378,0.0919,0.0367,0.0007,0.0266,0.0196,0.0378,0.0208,0.0003,0.0658,0.0,97.8147,0.0011,0.0027,0.0683,0.0199,0.0028,0.1701,0.0018,0.0018,0.0018,0.0018,0.0018,0.0046,0.0,0.0024,2.2977,2.2977,0.0018,0.0281,0,0,1,1
12,0.68,103.5791,1.0,-23.1401,-4.1162,-7.5068,0.0018,0.0046,0.4313,0.0241,0.0046,0.1924,0.1941,-0.107,0.0797,0.0,0.0117,0.0097,0.0407,0.0954,0.0399,0.0007,0.0253,0.0201,0.0363,0.0197,0.0003,0.0609,0.0,97.2795,0.0011,0.0029,0.0702,0.0178,0.0027,0.1612,0.0018,0.0018,0.0018,0.0018,0.0018,0.0046,0.0,0.0024,2.2977,2.2977,0.0018,0.0281,0,0,1,1
13,0.72,104.2095,1.0,-23.5702,-3.9488,-7.5773,0.0018,0.0046,0.4309,0.0241,0.0046,0.1923,0.19399999999999998,-0.1069,0.0797,0.0,0.0111,0.0098,0.0427,0.0864,0.0433,0.0007,0.0285,0.0196,0.0404,0.0183,0.0003,0.0581,0.0,97.3667,0.0012,0.0017,0.0713,0.02,0.0027,0.1842,0.0018,0.0018,0.0018,0.0018,0.0018,0.0046,0.0,0.0024,2.2977,2.2977,0.0018,0.0281,0,0,1,1
14,0.8,104.1866,1.0,-24.3583,-3.7139,-8.1603,0.0018,0.0046,0.4307,0.0241,0.0046,0.1924,0.1941,-0.1011,0.0797,0.0,0.0091,0.0106,0.0378,0.0841,0.0395,0.0007,0.0266,0.0185,0.0434,0.0165,0.0003,0.0623,0.0,97.4845,0.0009,0.0029,0.0709,0.02,0.0027,0.1774,0.0018,0.0018,0.0018,0.0018,0.0018,0.0046,0.0,0.0024,2.2977,2.2977,0.0018,0.0281,0,0,1,1
15,0.88,103.7747,1.0,-23.4394,-4.0791,-7.9834,0.0018,0.0046,0.4303,0.0241,0.0046,0.1925,0.1939,-0.0976,0.0798,0.0,0.0082,0.0114,0.028999999999999998,0.075,0.0395,0.0007,0.0212,0.0211,0.0642,0.0141,0.0004,0.0533,0.0001,97.2991,0.0011,0.0029,0.0648,0.0164,0.0027,0.1953,0.0018,0.0018,0.0018,0.0018,0.0018,0.0046,0.0,0.0024,2.2977,2.2977,0.0018,0.0281,0,0,1,1
16,0.92,103.4997,1.0,-23.7669,-4.5052,-9.2078,0.0018,0.0045,0.4303,0.024,0.0045,0.1926,0.1938,-0.0957,0.0798,0.0,0.0079,0.0124,0.0244,0.0748,0.0375,0.0007,0.018000000000000002,0.022000000000000002,0.0729,0.0136,0.0004,0.0501,0.0003,97.0658,0.0014,0.0047,0.0644,0.0157,0.0027,0.1898,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0025,2.2977,2.2977,0.0018,0.0281,0,0,1,1
17,1.0,103.82600000000001,1.0,-23.947,-3.8959,-8.597999999999999,0.0018,0.0045,0.4309,0.024,0.0045,0.1926,0.1938,-0.0968,0.0799,0.0001,0.0068,0.0138,0.0206,0.0855,0.0384,0.0007,0.0133,0.0259,0.0766,0.0116,0.0004,0.0501,0.0008,97.3937,0.002,0.0104,0.067,0.0136,0.0028,0.1919,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0026,2.2977,2.2977,0.0018,0.0281,0,0,1,1
18,1.08,104.2054,1.0,-24.0867,-4.1714,-9.116,0.0018,0.0045,0.4309,0.024,0.0045,0.1927,0.1936,-0.0898,0.0799,0.0001,0.0051,0.0156,0.016,0.0833,0.0417,0.0006,0.0098,0.0311,0.0732,0.01,0.0005,0.0417,0.0008,97.2501,0.0032,0.0181,0.0651,0.0124,0.0031,0.2101,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0032,2.2977,2.2977,0.0018,0.0281,0,0,1,1
19,1.16,104.1369,1.0,-24.9446,-2.8343,-8.404,0.0018,0.0045,0.4313,0.024,0.0045,0.1927,0.1935,-0.0859,0.0798,0.0002,0.0049,0.0167,0.0137,0.0897,0.0442,0.0006,0.0086,0.0389,0.0595,0.0093,0.0006,0.0394,0.0007,97.8817,0.0042,0.0252,0.0644,0.013000000000000001,0.0031,0.2276,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0043,2.2977,2.2977,0.0018,0.0281,0,0,1,1
20,1.2,104.1881,1.0,-23.9461,-4.0976,-8.4968,0.0018,0.0045,0.4311,0.024,0.0045,0.1927,0.1934,-0.07200000000000001,0.0798,0.0002,0.0046,0.0169,0.011000000000000001,0.0874,0.0395,0.0005,0.0065,0.0428,0.0523,0.0073,0.0007,0.0352,0.0004,97.2893,0.0054,0.0405,0.0623,0.0116,0.003,0.2259,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0063,2.2977,2.2977,0.0018,0.0282,0,0,1,1
21,1.28,103.4314,1.0,-24.0133,-3.633,-8.5589,0.0018,0.0045,0.4312,0.024,0.0045,0.1928,0.1934,-0.057999999999999996,0.0798,0.0003,0.0051,0.0201,0.0109,0.0872,0.0404,0.0006,0.0051,0.0531,0.0584,0.0065,0.0008,0.0356,0.6382,97.5239,0.0051,0.0791,0.0635,0.0102,0.0032,0.2361,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0204,2.2977,2.2977,0.0018,0.0282,0,0,1,1
22,1.32,105.4157,1.0,-22.0661,-3.4359,-7.9363,0.0018,0.0045,0.4312,0.024,0.0045,0.1928,0.1933,-0.0713,0.0799,0.0003,0.0058,0.0268,0.011000000000000001,0.0884,0.0361,0.0007,0.0046,0.0691,0.0562,0.0055,0.001,0.0273,6.992999999999999,97.6173,0.0062,0.0402,0.0583,0.0082,0.0032,0.2436,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0387,2.2977,2.2977,0.0018,0.0282,0,0,1,1
23,1.4,104.8197,1.0,-23.6722,-3.8579,-8.1934,0.0018,0.0045,0.4319,0.024,0.0045,0.1928,0.1935,-0.0773,0.0801,0.0003,0.0076,0.0275,0.0167,0.1014,0.0358,0.0007,0.0041,0.0941,0.0652,0.0049,0.0012,0.0379,6.7382,97.4129,0.0052,0.0524,0.0805,0.0072,0.0031,0.2656,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0973,2.2977,2.2977,0.0018,0.0282,0,0,1,1
24,1.44,105.9434,1.0,-23.4804,-2.5524,-7.4514,0.0018,0.0046,0.4332,0.024,0.0045,0.1928,0.1936,-0.0917,0.0803,0.0003,0.0091,0.0304,0.0225,0.1254,0.0348,0.0007,0.0039,0.1,0.0533,0.0045,0.0013,0.0429,0.76,97.9955,0.0032,0.0416,0.1043,0.0065,0.0031,0.278,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.1398,2.2977,2.2977,0.0018,0.0282,0,0,1,1
25,1.52,105.2813,1.0,-23.5989,-2.4788,-8.4493,0.0018,0.0046,0.4337,0.024,0.0045,0.1928,0.1937,-0.0983,0.0804,0.0002,0.0123,0.0322,0.0189,0.1356,0.0348,0.0008,0.0064,0.1061,0.0315,0.0053,0.0015,0.049,0.0,98.0242,0.0022,0.0239,0.1011,0.0067,0.003,0.2846,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.1461,2.2977,2.2977,0.0018,0.0282,0,0,1,1
26,1.6,105.5316,1.0,-23.358,-2.28,-7.8563,0.0018,0.0046,0.4349,0.0241,0.0045,0.1929,0.1937,-0.1172,0.0806,0.0001,0.0159,0.0364,0.0209,0.1554,0.0424,0.0007,0.0075,0.1354,0.0218,0.0048,0.0019,0.0448,0.0,98.0998,0.0014,0.0083,0.0955,0.0053,0.0028,0.3199,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.157,2.2977,2.2977,0.0018,0.0282,0,0,1,1
27,1.68,104.4061,1.0,-23.5237,-2.648,-8.5055,0.0018,0.0046,0.4335,0.0241,0.0045,0.193,0.1937,-0.1109,0.0805,0.0001,0.0211,0.0428,0.0192,0.1271,0.0532,0.0008,0.0106,0.1428,0.0155,0.0051,0.002,0.0487,0.0,97.9576,0.001,0.003,0.0911,0.0054,0.0027,0.3543,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.1578,2.2977,2.2977,0.0018,0.0282,0,0,1,1
28,1.72,104.8286,1.0,-23.7336,-3.2864,-8.3091,0.0018,0.0046,0.4337,0.0241,0.0045,0.1931,0.1938,-0.1188,0.0805,0.0001,0.0252,0.0513,0.0173,0.128,0.061,0.0008,0.0129,0.1395,0.0193,0.0058,0.0024,0.0504,0.0,97.6859,0.0006,0.0011,0.0814,0.0052,0.0025,0.4018,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.1582,2.2977,2.2977,0.0018,0.0282,0,0,1,1
29,1.8,104.3162,1.0,-23.9195,-3.0496,-8.4471,0.0018,0.0046,0.4334,0.0241,0.0045,0.1932,0.1939,-0.1228,0.0805,0.0001,0.0284,0.0524,0.0141,0.1236,0.0635,0.0009,0.0193,0.1484,0.0275,0.0073,0.0026,0.0565,0.0,97.7905,0.0004,0.0005,0.0672,0.0056,0.0025,0.4016,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.1583,2.2977,2.2977,0.0018,0.0282,0,0,1,1
30,1.84,104.6526,1.0,-23.1142,-3.1663,-8.6884,0.0018,0.0046,0.4331,0.0241,0.0045,0.1932,0.1942,-0.1281,0.0806,0.0001,0.0339,0.0421,0.0122,0.1108,0.0838,0.0008,0.0193,0.1707,0.0286,0.0074,0.0028,0.0719,0.0,97.7396,0.0003,0.0004,0.0618,0.0049,0.0022,0.4341,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.1583,2.2977,2.2977,0.0018,0.0283,0,0,1,1
31,1.92,104.7489,1.0,-22.6874,-3.59,-8.1398,0.0018,0.0046,0.4324,0.0241,0.0045,0.1932,0.19399999999999998,-0.1239,0.0805,0.0001,0.0312,0.0401,0.0078,0.094,0.0986,0.0009,0.0223,0.1759,0.0218,0.0073,0.0027,0.0647,0.0,97.5445,0.0002,0.0001,0.0392,0.0049,0.0021,0.4289,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.1583,2.2977,2.2977,0.0018,0.0283,0,0,1,1
32,1.96,104.6445,1.0,-23.4404,-3.4499,-8.2299,0.0018,0.0046,0.43200000000000005,0.0241,0.0045,0.1932,0.19399999999999998,-0.1249,0.0805,0.0001,0.027999999999999997,0.0375,0.0056,0.0807,0.1179,0.0009,0.0244,0.1821,0.018000000000000002,0.0075,0.0027,0.063,0.0,97.6108,0.0002,0.0001,0.028999999999999998,0.0048,0.0018,0.4565,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.1582,2.2977,2.2977,0.0018,0.0283,0,0,1,1
33,2.04,104.5733,1.0,-23.7106,-3.535,-8.8374,0.0018,0.0046,0.4322,0.024,0.0045,0.1932,0.1939,-0.1288,0.0803,0.0001,0.024,0.0415,0.0055,0.0795,0.1325,0.0011,0.0224,0.1561,0.0149,0.0072,0.0026,0.0603,0.0001,97.5708,0.0002,0.0001,0.0298,0.0052,0.0017,0.518,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.158,2.2977,2.2977,0.0018,0.0283,0,0,1,1
34,2.12,105.6798,1.0,-22.8751,-3.6082,-8.0881,0.0018,0.0046,0.4321,0.024,0.0045,0.1932,0.19399999999999998,-0.1369,0.0802,0.0001,0.0221,0.0447,0.0042,0.07,0.1575,0.001,0.0238,0.1422,0.0174,0.0077,0.0025,0.0637,0.0,97.5358,0.0003,0.0001,0.0284,0.006,0.0016,0.574,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.1575,2.2977,2.2977,0.0018,0.0283,0,0,1,1
35,2.16,104.3479,1.0,-23.9698,-3.2675,-7.912000000000001,0.0018,0.0046,0.4329,0.024,0.0045,0.1932,0.1941,-0.147,0.0802,0.0001,0.0207,0.0454,0.0041,0.0842,0.1613,0.0011,0.0225,0.1262,0.0237,0.0082,0.0024,0.069,0.0,97.6944,0.0003,0.0002,0.0286,0.0065,0.0016,0.5686,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.1484,2.2977,2.2977,0.0018,0.0283,0,0,1,1
36,2.24,105.3769,1.0,-23.3232,-3.3802,-7.3757,0.0018,0.0045,0.4342,0.024,0.0045,0.1932,0.1942,-0.172,0.0801,0.0001,0.0147,0.0446,0.0039,0.0915,0.2124,0.0012,0.0158,0.1037,0.0235,0.0073,0.0024,0.0756,0.0001,97.6431,0.0002,0.0004,0.0281,0.0052,0.0015,0.6248,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.1544,2.2977,2.2977,0.0018,0.0284,0,0,1,1
37,2.32,105.5011,1.0,-23.5855,-3.9939999999999998,-8.8228,0.0018,0.0045,0.4343,0.024,0.0045,0.1931,0.1941,-0.1653,0.0801,0.0001,0.0127,0.0424,0.0038,0.1008,0.1897,0.0013,0.0172,0.0951,0.0245,0.0075,0.0021,0.0713,0.0001,97.3434,0.0003,0.0013,0.0336,0.0053,0.0013,0.6246,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.1403,2.2977,2.2977,0.0018,0.0284,0,0,1,1
38,2.4,104.1717,1.0,-24.4825,-2.7405,-7.7271,0.0018,0.0045,0.43700000000000006,0.024,0.0045,0.1931,0.1941,-0.1983,0.0802,0.0001,0.0109,0.043,0.0041,0.1478,0.2047,0.0012,0.0224,0.0714,0.0283,0.01,0.0019,0.069,0.0001,97.9202,0.0003,0.0035,0.0413,0.0084,0.0012,0.6061,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.122,2.2977,2.2977,0.0018,0.0284,0,0,1,1
39,2.48,104.3615,1.0,-23.7236,-2.4512,-7.4851,0.0018,0.0045,0.4384,0.024,0.0045,0.1931,0.19399999999999998,-0.2336,0.0802,0.0001,0.0103,0.045,0.0051,0.1625,0.2468,0.0012,0.0301,0.0474,0.0477,0.0142,0.0015,0.064,0.0002,98.0349,0.0003,0.0102,0.0515,0.0144,0.0011,0.5677,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0129,2.2977,2.2977,0.0018,0.0285,0,0,1,1
40,2.56,104.948,1.0,-23.2832,-2.3719,-6.6761,0.0018,0.0045,0.4386,0.024,0.0045,0.1931,0.1938,-0.2246,0.0804,0.0002,0.0094,0.0414,0.0052,0.1782,0.2102,0.0012,0.0268,0.048,0.0634,0.0137,0.0015,0.052000000000000005,0.0004,98.0652,0.0003,0.0144,0.0517,0.0174,0.0012,0.5728,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0058,2.2977,2.2977,0.0018,0.0285,0,0,1,1
41,2.64,105.7493,1.0,-23.4765,-3.0531,-7.6162,0.0018,0.0045,0.4376,0.024,0.0045,0.193,0.1938,-0.2039,0.0803,0.0001,0.0091,0.0373,0.0071,0.1675,0.1855,0.0011,0.0245,0.047,0.055999999999999994,0.0133,0.0015,0.0534,0.0011,97.789,0.0002,0.0155,0.0613,0.0212,0.0012,0.5574,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0038,2.2977,2.2977,0.0018,0.0285,0,0,1,1
42,2.72,105.1851,1.0,-24.4366,-3.2677,-8.3147,0.0018,0.0045,0.4385,0.024,0.0045,0.193,0.1937,-0.1974,0.0804,0.0001,0.0091,0.0351,0.0082,0.1922,0.157,0.001,0.0254,0.0477,0.0379,0.0137,0.0015,0.0469,0.0003,97.6943,0.0002,0.0152,0.0721,0.0246,0.0013,0.5068,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0029,2.2977,2.2977,0.0018,0.0285,0,0,1,1
43,2.8,105.4014,1.0,-23.8074,-3.3198,-7.7933,0.0018,0.0045,0.4376,0.024,0.0045,0.193,0.1936,-0.1768,0.0803,0.0002,0.0111,0.0367,0.0088,0.1867,0.1233,0.001,0.0323,0.0529,0.032,0.0157,0.0014,0.0432,0.0003,97.6707,0.0002,0.0218,0.0817,0.0322,0.0014,0.4693,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0026,2.2977,2.2977,0.0018,0.0285,0,0,1,1
44,2.88,105.0779,1.0,-24.421,-3.7773,-8.5026,0.0018,0.0045,0.4371,0.024,0.0045,0.193,0.1937,-0.1608,0.0803,0.0002,0.0111,0.0397,0.0097,0.1865,0.0918,0.001,0.0242,0.0515,0.0393,0.015,0.0014,0.0477,0.0005,97.4532,0.0002,0.0217,0.0819,0.0358,0.0015,0.4301,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0025,2.2977,2.2977,0.0018,0.0285,0,0,1,1
45,2.96,104.5925,1.0,-24.0768,-3.4408,-7.992000000000001,0.0018,0.0045,0.4364,0.024,0.0045,0.193,0.1937,-0.1566,0.0803,0.0001,0.012,0.0373,0.0097,0.17800000000000002,0.0763,0.001,0.0214,0.0498,0.0616,0.0141,0.0015,0.0494,0.0001,97.615,0.0001,0.0167,0.0736,0.0322,0.0017,0.4121,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0026,2.2977,2.2977,0.0018,0.0285,0,0,1,1
46,3.04,104.1896,1.0,-24.473000000000003,-3.6279,-7.8974,0.0018,0.0045,0.4346,0.024,0.0045,0.193,0.1937,-0.1552,0.0805,0.0001,0.0122,0.0409,0.0095,0.1465,0.0665,0.0009,0.0191,0.0489,0.1253,0.0128,0.0016,0.0471,0.0,97.5263,0.0001,0.0136,0.0653,0.0294,0.002,0.3863,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0026,2.2977,2.2977,0.0018,0.0285,0,0,1,1
47,3.12,104.5393,1.0,-23.6326,-3.9741,-8.1117,0.0018,0.0046,0.43200000000000005,0.024,0.0045,0.193,0.1938,-0.149,0.0806,0.0001,0.0115,0.0397,0.0113,0.1025,0.0586,0.0007,0.0151,0.0515,0.183,0.0162,0.0015,0.0518,0.0001,97.3537,0.0001,0.0076,0.0603,0.0382,0.0024,0.3259,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0027,2.2977,2.2977,0.0018,0.0285,0,0,1,1
48,3.16,103.7239,1.0,-24.1328,-3.7454,-8.0992,0.0018,0.0045,0.4313,0.024,0.0045,0.193,0.1938,-0.1425,0.0806,0.0001,0.0103,0.0385,0.0124,0.0948,0.0464,0.0008,0.013999999999999999,0.053,0.1926,0.0198,0.0013,0.0524,0.0001,97.469,0.0001,0.0084,0.0618,0.0463,0.0025,0.2795,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0029,2.2977,2.2977,0.0018,0.0285,0,0,1,1
49,3.24,104.1612,1.0,-23.2888,-3.457,-8.1848,0.0018,0.0046,0.4299,0.0239,0.0045,0.193,0.1939,-0.142,0.0807,0.0,0.0105,0.0386,0.0135,0.0713,0.0425,0.0007,0.0142,0.0558,0.2286,0.0247,0.0013,0.0559,0.0001,97.6075,0.0001,0.006999999999999999,0.0584,0.0592,0.0028,0.2558,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0032,2.2977,2.2977,0.0018,0.0285,0,0,1,1
50,3.32,103.6097,1.0,-23.8436,-3.6094,-8.0612,0.0018,0.0046,0.4287,0.024,0.0045,0.1929,0.1941,-0.1206,0.0803,0.0,0.015,0.0349,0.0168,0.0521,0.038,0.0007,0.0141,0.0526,0.1836,0.0265,0.0011,0.0656,0.0,97.5352,0.0002,0.0043,0.0463,0.0717,0.0033,0.2483,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0033,2.2977,2.2977,0.0018,0.0284,0,0,1,1
51,3.4,103.4738,1.0,-24.3494,-4.2447,-8.9045,0.0018,0.0046,0.428,0.024,0.0045,0.1929,0.1941,-0.102,0.0799,0.0,0.0219,0.0334,0.0169,0.0366,0.0488,0.0007,0.0134,0.0498,0.121,0.025,0.0011,0.0669,0.0,97.2106,0.0002,0.0014,0.0327,0.0815,0.0041,0.2688,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0033,2.2977,2.2977,0.0018,0.0284,0,0,1,1
52,3.48,102.8391,1.0,-25.1331,-3.2289999999999996,-7.7688,0.0018,0.0046,0.4277,0.024,0.0045,0.193,0.1942,-0.1075,0.0799,0.0,0.0312,0.0338,0.0162,0.0293,0.0555,0.0007,0.015,0.0476,0.1293,0.0247,0.0011,0.0728,0.0,97.7117,0.0004,0.0006,0.0217,0.1099,0.0048,0.28300000000000003,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0033,2.2977,2.2977,0.0018,0.0284,0,0,1,1
53,3.56,103.5157,1.0,-24.7368,-3.5099,-7.938,0.0018,0.0046,0.4275,0.0241,0.0045,0.193,0.1944,-0.1129,0.0799,0.0,0.0501,0.0288,0.0187,0.0264,0.0529,0.0007,0.017,0.051,0.1333,0.0246,0.001,0.0806,0.0,97.5826,0.0007,0.0007,0.0184,0.1235,0.0053,0.3033,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0032,2.2977,2.2977,0.0018,0.0284,0,0,1,1
