TimeStamp,faceId,interocularDistance,glasses,age,ethnicity,gender,dominantEmoji,pitch,yaw,roll,joy,fear,disgust,sadness,anger,surprise,contempt,valence,engagement,smile,innerBrowRaise,browRaise,browFurrow,noseWrinkle,upperLipRaise,lipCornerDepressor,chinRaise,lipPucker,lipPress,lipSuck,mouthOpen,smirk,eyeClosure,attention,eyeWiden,cheekRaise,lidTighten,dimpler,lipStretch,jawDrop,relaxed,smiley,laughing,kissing,disappointed,rage,smirk,wink,stuckOutTongueWinkingEye,stuckOutTongue,flushed,scream,FRUSTRATED,TIRED,ENGAGED,CLASS
47.96,0,107.1101,no,25-34,hispanic,male,Unknown,-11.0748,-1.5949,-1.0671,0.0017,0.0065,0.4263,0.0497,0.0032,0.2534,0.2106,-4.013,0.0961,0.0001,10.5928,0.0034,0.7251,0.0122,0,0.0019,0.0005,0.001,2.0205,0.0159,0,0.7097,0,98.3391,0,0.0018,2.2105,19.4511,0.5257,0.0024,0.0018,0.0018,0.0018,0.0018,0.0018,0.0032,0,0.0018,2.2978,2.2978,0.0018,0.0289,0,0,1,1
48,0,107.1963,no,25-34,hispanic,male,Unknown,-10.7008,-1.836,-1.3418,0.0017,0.0064,0.4263,0.0478,0.0033,0.2477,0.2073,-3.8557,0.0968,0.0001,9.9527,0.0039,0.7828,0.0131,0,0.0019,0.0006,0.0011,2.074,0.0191,0,0.5513,0,98.2584,0,0.002,2.1787,22.5371,0.5467,0.0024,0.0018,0.0018,0.0018,0.0018,0.0018,0.0033,0,0.0018,2.2978,2.2978,0.0018,0.0287,1,0,1,5
48.04,0,107.5608,no,25-34,hispanic,male,Unknown,-10.8204,-2.1387,-1.3998,0.0017,0.0063,0.4262,0.0456,0.0035,0.24,0.2065,-3.6424,0.0976,0.0001,9.1259,0.004,0.896,0.0148,0,0.002,0.0006,0.0012,2.0686,0.0236,0,0.4967,0,98.1517,0,0.0019,2.1225,23.8687,0.5011,0.0025,0.0018,0.0018,0.0018,0.0018,0.0018,0.0035,0,0.0018,2.2977,2.2977,0.0018,0.0285,1,0,1,5
48.08,0,106.5648,no,25-34,hispanic,male,Unknown,-10.5911,-2.269,-1.2776,0.0017,0.0063,0.426,0.0462,0.0035,0.2404,0.2048,-3.6738,0.0974,0.0001,9.2514,0.004,0.935,0.0174,0,0.0021,0.0008,0.0013,1.9943,0.0336,0,0.4097,0,98.1039,0,0.0017,2.0831,29.9558,0.494,0.0025,0.0018,0.0018,0.0018,0.0018,0.0018,0.0035,0,0.0018,2.2977,2.2977,0.0018,0.0283,1,0,1,5
48.16,0,106.697,no,25-34,hispanic,male,Unknown,-11.0142,-2.0337,-0.7947,0.0017,0.0063,0.4259,0.0457,0.0036,0.2374,0.2042,-3.7193,0.0997,0.0002,9.051,0.0039,1.0418,0.0195,0,0.0021,0.0009,0.0014,2.2265,0.0432,0,0.3647,0,98.1894,0,0.002,2.2337,32.1966,0.4488,0.0025,0.0018,0.0018,0.0018,0.0018,0.0018,0.0036,0,0.0018,2.2977,2.2977,0.0018,0.0282,1,0,1,5
48.2,0,106.6784,no,25-34,hispanic,male,Unknown,-10.7077,-2.8562,-1.1217,0.0017,0.0064,0.4259,0.0468,0.0035,0.2392,0.2047,-3.7959,0.0994,0.0002,9.3514,0.004,1.0647,0.0211,0,0.0023,0.001,0.0016,2.1513,0.0474,0,0.3823,0,97.8726,0,0.0021,2.2774,31.2591,0.4317,0.0026,0.0018,0.0018,0.0018,0.0018,0.0018,0.0035,0,0.0018,2.2977,2.2977,0.0018,0.0281,1,0,1,5
48.24,0,107.7684,no,25-34,hispanic,male,Unknown,-10.8318,-2.217,-0.5658,0.0017,0.0066,0.4258,0.0496,0.0034,0.2439,0.206,-3.9654,0.0979,0.0002,10.1099,0.0037,1.1212,0.0239,0,0.0024,0.0012,0.0018,1.8867,0.0574,0,0.434,0,98.1231,0,0.0023,2.5038,29.9129,0.4102,0.0027,0.0018,0.0018,0.0018,0.0018,0.0018,0.0034,0,0.0018,2.2977,2.2977,0.0018,0.028,1,0,1,5
48.32,0,107.6293,no,25-34,hispanic,male,Unknown,-10.6575,-1.7947,-0.6102,0.0017,0.0067,0.4255,0.0517,0.0033,0.248,0.2077,-4.0698,0.0963,0.0002,10.6634,0.0033,1.1199,0.0286,0,0.0026,0.0015,0.0019,1.6567,0.0747,0,0.5096,0,98.2725,0,0.0023,2.5949,24.3058,0.3819,0.0029,0.0018,0.0017,0.0018,0.0018,0.0018,0.0033,0,0.0018,2.2977,2.2977,0.0018,0.028,1,0,1,5
48.36,0,107.183,no,25-34,hispanic,male,Unknown,-10.0581,-2.932,-1.3025,0.0017,0.007,0.4257,0.0572,0.0031,0.2593,0.2074,-4.4382,0.0947,0.0002,12.1312,0.003,1.109,0.0287,0,0.0026,0.0016,0.0022,1.4326,0.0689,0,0.4979,0,97.8408,0,0.0018,2.5971,21.0096,0.3775,0.003,0.0018,0.0017,0.0018,0.0018,0.0018,0.0031,0,0.0018,2.2978,2.2978,0.0018,0.028,1,0,1,5
48.4,0,106.0742,no,25-34,hispanic,male,Unknown,-10.4279,-2.6235,-1.0771,0.0017,0.0072,0.4257,0.0606,0.003,0.2671,0.208,-4.6957,0.0943,0.0002,13.0482,0.0029,1.0684,0.0296,0,0.0028,0.0019,0.0024,1.4115,0.0694,0,0.5347,0,97.9674,0,0.0015,2.6501,18.0598,0.3141,0.0031,0.0018,0.0017,0.0018,0.0018,0.0018,0.003,0,0.0018,2.2978,2.2978,0.0018,0.028,1,0,1,5
48.48,0,107.5137,no,25-34,hispanic,male,Unknown,-10.856,-4.2029,-0.7105,0.0017,0.0077,0.426,0.072,0.0027,0.2856,0.205,-5.29,0.0916,0.0002,15.4345,0.0031,1.1444,0.0306,0,0.0031,0.0019,0.0026,0.9347,0.0632,0,0.3815,99.9506,97.2332,0,0.0022,2.5776,9.9192,0.2695,0.0034,0.0018,0.0017,0.0018,0.0018,0.0018,0.0027,0,0.0018,2.2978,2.2978,0.0018,0.028,1,0,1,5
48.52,0,107.4919,no,25-34,hispanic,male,Unknown,-11.1774,-4.3189,-0.2079,0.0017,0.0076,0.4271,0.0682,0.003,0.2683,0.2033,-4.9684,0.0931,0.0002,14.1297,0.0027,1.5372,0.0441,0,0.0033,0.002,0.0027,0.7613,0.0562,0,0.2372,99.3909,97.1701,0,0.0042,3.4975,6.0031,0.2441,0.0038,0.0018,0.0017,0.0018,0.0018,0.0018,0.003,0,0.0018,2.2978,2.2978,0.0018,0.028,1,0,1,5
48.56,0,107.554,no,25-34,hispanic,male,Unknown,-10.3596,-4.3183,-0.4148,0.0016,0.0076,0.4284,0.0659,0.0032,0.2543,0.204,-4.7437,0.0946,0.0003,13.1296,0.0024,1.9314,0.0624,0,0.0038,0.002,0.0028,0.5965,0.0511,0,0.1986,95.6921,97.1704,0,0.0075,4.5704,3.9231,0.2136,0.0041,0.0018,0.0017,0.0018,0.0018,0.0018,0.0032,0,0.0018,2.2978,2.2978,0.0018,0.028,1,0,1,5
48.64,0,105.7935,no,25-34,hispanic,male,Unknown,-9.646,-3.5409,-0.8136,0.0016,0.0078,0.4304,0.0693,0.0033,0.2485,0.2066,-4.8717,0.0961,0.0002,13.2959,0.0023,2.4007,0.0929,0,0.0038,0.002,0.0028,0.3482,0.0451,0,0.2326,0,97.568,0,0.0118,5.8964,2.1333,0.1687,0.0043,0.0018,0.0017,0.0018,0.0018,0.0018,0.0033,0,0.0018,2.2978,2.2978,0.0018,0.028,1,0,1,5
48.68,0,106.0987,no,25-34,hispanic,male,Unknown,-9.8007,-2.9388,-0.8707,0.0015,0.0079,0.4302,0.0701,0.0035,0.2396,0.2094,-4.915,0.0996,0.0002,12.9683,0.002,2.8451,0.0824,0,0.0039,0.002,0.0027,0.4016,0.0395,0.0001,0.2813,0,97.8379,0,0.0141,6.9358,1.3456,0.1494,0.0047,0.0018,0.0017,0.0018,0.0018,0.0018,0.0035,0,0.0019,2.2978,2.2978,0.0018,0.028,1,0,1,5
48.72,0,106.3621,no,25-34,hispanic,male,Unknown,-9.417,-3.3737,-0.9178,0.0014,0.0085,0.4308,0.0786,0.0036,0.2356,0.2141,-5.4201,0.1053,0.0001,13.8723,0.002,3.5803,0.087,0,0.0043,0.0018,0.0029,0.4436,0.0335,0.0001,0.3635,0,97.646,0,0.0143,7.9999,0.7725,0.1192,0.0054,0.0017,0.0017,0.0018,0.0018,0.0018,0.0036,0,0.0019,2.2978,2.2978,0.0018,0.028,1,0,1,5
48.8,0,105.1372,no,25-34,hispanic,male,Unknown,-9.5458,-3.1087,-0.6344,0.0013,0.0094,0.4297,0.0906,0.0039,0.2264,0.2213,-6.0602,0.1153,0.0002,14.7893,0.002,4.6999,0.0564,0,0.0049,0.0017,0.0032,0.5985,0.0266,0.0001,0.4768,0,97.7649,0,0.0154,9.4,0.499,0.0966,0.0061,0.0017,0.0016,0.0018,0.0018,0.0018,0.0039,0,0.0019,2.2978,2.2978,0.0018,0.028,1,0,1,5
48.84,0,106.7387,no,25-34,hispanic,male,Unknown,-10.3683,-2.9592,-0.8438,0.0013,0.0096,0.4302,0.0915,0.0043,0.2125,0.2275,-6.054,0.1209,0.0001,14.1083,0.0023,5.4167,0.0565,0,0.006,0.0015,0.0034,0.5536,0.0181,0.0001,0.6129,0,97.8293,0,0.0194,10.5671,0.3571,0.081,0.0075,0.0017,0.0016,0.0018,0.0018,0.0018,0.0043,0,0.0019,2.2978,2.2978,0.0018,0.028,1,0,1,5
48.88,0,107.2805,no,25-34,hispanic,male,Unknown,-9.5577,-3.5287,-0.8487,0.0012,0.0103,0.4305,0.1,0.0049,0.1947,0.2342,-6.3654,0.1324,0.0001,13.8921,0.0026,6.7722,0.0558,0,0.0068,0.0015,0.0041,0.465,0.017,0.0001,0.6472,0,97.5737,0,0.0286,12.2303,0.2477,0.0681,0.0093,0.0017,0.0016,0.0018,0.0018,0.0018,0.0049,0,0.0019,2.2978,2.2978,0.0018,0.028,1,0,1,5
48.96,0,108.0277,no,25-34,hispanic,male,Unknown,-10.029,-3.2068,-0.7464,0.0011,0.0113,0.4313,0.1104,0.0058,0.1734,0.2413,-6.692,0.1478,0.0001,13.4283,0.0026,8.4724,0.0652,0,0.0079,0.0015,0.0048,0.3132,0.0155,0.0001,0.6263,0,97.7216,0,0.0381,14.1067,0.1857,0.0577,0.0115,0.0017,0.0015,0.0018,0.0018,0.0018,0.0058,0,0.002,2.2978,2.2978,0.0018,0.028,1,0,1,5
49,0,108.0284,no,25-34,hispanic,male,Unknown,-9.7818,-3.3356,-0.5377,0.0009,0.012,0.4316,0.1147,0.0072,0.1515,0.2503,-6.7812,0.1651,0.0001,12.1643,0.0024,10.0975,0.0637,0,0.0088,0.0014,0.0053,0.235,0.0149,0.0001,0.6868,0,97.6635,0,0.0268,16.7473,0.2274,0.0495,0.0136,0.0017,0.0015,0.0018,0.0018,0.0018,0.0072,0,0.002,2.2978,2.2978,0.0018,0.028,1,0,1,5
49.04,0,106.7921,no,25-34,hispanic,male,Unknown,-9.8975,-3.6542,-0.8812,0.0009,0.0128,0.4317,0.1306,0.0068,0.1572,0.2541,-7.3379,0.1671,0.0001,13.8475,0.0027,10.3203,0.0577,0,0.0101,0.0015,0.0057,0.1786,0.0143,0.0001,0.7901,0,97.5136,0,0.0166,15.0929,0.2105,0.0395,0.0165,0.0016,0.0015,0.0018,0.0018,0.0018,0.0068,0,0.002,2.2978,2.2978,0.0018,0.028,1,0,1,5
49.08,0,107.1042,no,25-34,hispanic,male,Unknown,-10.4646,-3.2408,-0.7254,0.0009,0.0131,0.4325,0.1362,0.0068,0.1574,0.2602,-7.5111,0.169,0,14.2547,0.003,10.51,0.0596,0,0.0113,0.0014,0.0069,0.1488,0.0118,0.0002,0.9786,0,97.7064,0,0.0114,13.9534,0.1893,0.0336,0.0202,0.0016,0.0014,0.0018,0.0018,0.0018,0.0068,0,0.002,2.2978,2.2978,0.0018,0.028,1,0,1,5
49.16,0,106.7612,no,25-34,hispanic,male,Unknown,-10.1438,-3.6189,-0.7752,0.0009,0.0135,0.4329,0.1383,0.0076,0.1466,0.2616,-7.5536,0.1794,0,13.5474,0.003,11.341,0.06,0,0.012,0.0015,0.0082,0.1609,0.0116,0.0002,0.8822,0,97.5307,0,0.0089,12.3694,0.1943,0.0271,0.0244,0.0016,0.0014,0.0018,0.0018,0.0018,0.0076,0,0.002,2.2978,2.2978,0.0018,0.028,1,0,1,5
49.2,0,107.0175,no,25-34,hispanic,male,Unknown,-9.6877,-3.3636,-0.9961,0.0008,0.0162,0.4336,0.1868,0.0082,0.1409,0.2686,-8.8389,0.205,0,15.9588,0.0033,13.2115,0.0629,0,0.0133,0.0014,0.01,0.1559,0.0105,0.0002,0.8027,0,97.6507,0,0.0083,13.0241,0.1741,0.0239,0.0306,0.0015,0.0013,0.0018,0.0018,0.0018,0.0082,0,0.002,2.2978,2.2978,0.0018,0.028,1,0,1,5
49.24,0,107.3248,no,25-34,hispanic,male,Unknown,-10.2869,-2.7834,-0.7006,0.0008,0.0157,0.4342,0.1746,0.0086,0.1366,0.2637,-8.5432,0.2052,0,14.9425,0.0028,13.2146,0.0707,0,0.0151,0.0014,0.0109,0.1674,0.01,0.0002,0.6286,0,97.9027,0,0.0087,12.9033,0.1549,0.0189,0.0376,0.0015,0.0013,0.0018,0.0018,0.0018,0.0086,0,0.002,2.2978,2.2978,0.0018,0.028,1,0,1,5
49.32,0,107.4241,no,25-34,hispanic,male,Unknown,-9.9004,-3.31,-1.0345,0.0006,0.0202,0.4343,0.2454,0.0119,0.111,0.2757,-9.9088,0.2686,0,15.7167,0.0026,17.0595,0.0681,0,0.016,0.0011,0.0119,0.1019,0.008,0.0003,0.3687,0,97.6752,0,0.0064,13.116,0.1296,0.0168,0.0455,0.0015,0.0012,0.0018,0.0018,0.0018,0.0119,0,0.0021,2.2978,2.2978,0.0018,0.028,1,0,1,5
49.36,0,107.1829,no,25-34,hispanic,male,Unknown,-9.6038,-3.7116,-2.0034,0.0004,0.0307,0.4338,0.4467,0.018,0.0864,0.3028,-12.3884,0.3983,0,18.4632,0.0024,22.625,0.0565,0,0.0166,0.001,0.012,0.0714,0.0082,0.0003,0.2727,0,97.4856,0,0.0051,14.1454,0.0953,0.0148,0.0551,0.0014,0.0011,0.0018,0.0018,0.0018,0.018,0,0.0021,2.2978,2.2978,0.0018,0.028,1,0,1,5
49.4,0,107.3333,no,25-34,hispanic,male,Unknown,-9.6727,-2.496,-2.016,0.0003,0.0381,0.4338,0.5562,0.0298,0.0624,0.3289,-13.1983,0.548,0,16.681,0.0018,27.1412,0.051,0,0.0174,0.0008,0.0122,0.0437,0.0074,0.0004,0.2563,0,98.0175,0,0.0041,14.3168,0.0698,0.0131,0.0675,0.0014,0.0011,0.0018,0.0018,0.0018,0.0298,0,0.0021,2.2978,2.2978,0.0018,0.028,1,0,1,5
49.48,0,107.9202,no,25-34,hispanic,male,Unknown,-9.5901,-2.7594,-1.7625,0.0002,0.0552,0.4332,0.9019,0.0497,0.0454,0.3666,-15.159,0.8222,0,17.5233,0.0017,32.8785,0.0353,0,0.0182,0.0007,0.0129,0.0233,0.0067,0.0004,0.2677,0,97.9125,0,0.0031,14.5662,0.0483,0.0128,0.0796,0.0013,0.001,0.0018,0.0018,0.0018,0.0497,0,0.0021,2.2978,2.2978,0.0018,0.028,1,0,1,5
49.52,0,107.1864,no,25-34,hispanic,male,Unknown,-9.748,-2.8669,-1.7711,0.0001,0.0794,0.4325,1.3998,0.0915,0.0308,0.4112,-16.9247,1.2801,0,17.1448,0.0014,39.1426,0.0379,0,0.0173,0.0006,0.0145,0.0225,0.0058,0.0004,0.2478,0,97.8681,0,0.0031,15.045,0.0389,0.0131,0.0895,0.0012,0.0009,0.0018,0.0018,0.0018,0.0915,0,0.0021,2.2978,2.2978,0.0018,0.028,1,0,1,5
49.56,0,107.4571,no,25-34,hispanic,male,Unknown,-9.96,-2.7955,-1.9017,0.0001,0.1327,0.4311,2.8202,0.1654,0.0214,0.4694,-19.868,2.1416,0,19.6216,0.0012,46.4729,0.0404,0,0.018,0.0004,0.015,0.0196,0.0054,0.0005,0.2059,0,97.8977,0,0.002,15.0493,0.0341,0.0121,0.1004,0.0012,0.0008,0.0018,0.0018,0.0018,0.1654,0,0.0021,2.2978,2.2978,0.0018,0.028,1,0,1,5
49.64,0,107.0899,no,25-34,hispanic,male,Unknown,-10.0153,-2.136,-2.409,0.0001,0.1921,0.4303,4.3159,0.318,0.0141,0.5298,-21.6083,3.3787,0,18.8556,0.0009,53.0342,0.0437,0,0.0177,0.0004,0.0159,0.0195,0.0054,0.0006,0.1927,0,98.1527,0,0.0014,14.5644,0.0255,0.0113,0.1146,0.0011,0.0008,0.0018,0.0018,0.0018,0.318,0,0.0021,2.2978,2.2978,0.0018,0.028,1,0,1,5
49.68,0,107.1746,no,25-34,hispanic,male,Unknown,-9.344,-3.1567,-2.732,0,0.2838,0.43,6.9655,0.5573,0.0099,0.5946,-23.6579,5.1658,0,19.4766,0.0008,59.2385,0.0457,0,0.0189,0.0003,0.0185,0.0206,0.0049,0.0006,0.1901,0,97.7438,0,0.0011,15.178,0.0192,0.0113,0.1281,0.001,0.0007,0.0018,0.0018,0.0018,0.5573,0,0.0021,2.2978,2.2978,0.0018,0.028,1,0,1,5
49.72,0,107.4298,no,25-34,hispanic,male,Unknown,-9.5523,-2.1189,-1.8488,0,0.3593,0.43,8.917,0.8803,0.0074,0.6447,-24.6992,6.9528,0,18.5187,0.0007,63.6651,0.048,0,0.0192,0.0002,0.0195,0.0186,0.0042,0.0007,0.1746,0,98.1589,0,0.0008,15.1144,0.0164,0.0106,0.1395,0.001,0.0006,0.0018,0.0018,0.0018,0.8803,0,0.002,2.2978,2.2978,0.0018,0.028,1,0,1,5
49.8,0,107.0563,no,25-34,hispanic,male,Unknown,-9.0298,-1.7943,-2.1347,0,0.5576,0.4299,14.6693,1.6953,0.0049,0.7383,-26.9667,11.0837,0,18.9136,0.0007,70.823,0.0477,0,0.0186,0.0002,0.0217,0.0258,0.0042,0.0007,0.1971,0,98.2726,0,0.0006,15.8234,0.0171,0.0114,0.149,0.0009,0.0005,0.0018,0.0018,0.0018,1.6953,0,0.002,2.2978,2.2978,0.0018,0.028,1,0,1,5
49.84,0,107.1509,no,25-34,hispanic,male,Unknown,-10.1478,-3.0009,-2.1169,0,0.5506,0.4299,14.0651,1.8356,0.0046,0.7513,-26.7326,11.3359,0,17.7789,0.0006,71.1775,0.0489,0,0.0172,0.0003,0.0216,0.0262,0.0051,0.0007,0.3,0,97.8115,0,0.0007,16.4218,0.0191,0.0129,0.1606,0.0008,0.0005,0.0018,0.0018,0.0018,1.8356,0,0.002,2.2978,2.2978,0.0018,0.028,1,0,1,5
49.88,0,106.6035,no,25-34,hispanic,male,Unknown,-10.3062,-3.289,-2.6471,0,0.6074,0.4302,15.2322,2.3385,0.0039,0.7873,-27.0812,12.9911,0,16.7618,0.0005,73.3318,0.0562,0,0.0145,0.0003,0.0191,0.0437,0.0064,0.0007,0.3634,0,97.6847,0,0.0007,17.5124,0.0411,0.0151,0.1497,0.0007,0.0004,0.0018,0.0018,0.0018,2.3385,0,0.002,2.2978,2.2978,0.0018,0.028,1,0,1,5
49.96,0,106.3419,no,25-34,hispanic,male,Unknown,-11.1067,-1.6486,-2.9637,0,0.834,0.4319,19.9864,4.6637,0.0025,0.895,-28.3643,19.2757,0,14.4299,0.0005,79.8179,0.0817,0,0.01,0.0004,0.0158,0.1314,0.0102,0.0006,0.4358,0.0034,98.3214,0,0.0012,23.6184,0.1026,0.0196,0.1279,0.0007,0.0004,0.0018,0.0018,0.0018,4.6637,0,0.002,2.2978,2.2978,0.0018,0.028,1,0,1,5
50,0,107.0091,no,25-34,hispanic,male,Unknown,-11.9341,-1.5981,-1.9759,0,0.8089,0.4313,19.2246,4.5681,0.0025,0.9002,-28.1771,18.9229,0,14.1349,0.0005,79.4497,0.0717,0,0.0081,0.0005,0.012,0.1799,0.022,0.0006,0.556,24.6314,98.338,0,0.0013,22.0532,0.3074,0.0277,0.1035,0.0006,0.0003,0.0018,0.0018,0.0018,4.5681,0,0.002,2.2978,2.2978,0.0018,0.028,1,0,1,5
50.04,0,109.6703,no,25-34,hispanic,male,Unknown,-12.122,-2.53,-2.9085,0,0.8392,0.4294,19.6057,5.1183,0.0023,0.9124,-28.3047,20.094,0,13.4721,0.0005,80.3987,0.0627,0,0.0068,0.001,0.0094,0.2752,0.0832,0.0006,0.516,99.9821,98.0043,0,0.0011,22.1856,0.7648,0.0387,0.0906,0.0006,0.0003,0.0018,0.0018,0.0018,5.1183,0,0.0019,2.2978,2.2978,0.0018,0.0281,1,0,1,5
50.08,0,108.4833,no,25-34,hispanic,male,Unknown,-12.0897,-1.1687,-2.9349,0,1.0279,0.4253,21.8077,9.6194,0.0015,1.0058,-28.8496,27.1492,0.0001,9.5024,0.0004,85.7952,0.0893,0,0.005,0.0022,0.0079,0.3859,0.3222,0.0005,0.4904,99.1749,98.4727,0,0.0022,34.069,2.1636,0.0621,0.0761,0.0005,0.0002,0.0017,0.0018,0.0018,9.6194,0,0.0019,2.2978,2.2978,0.0018,0.0281,1,0,1,5
50.16,0,106.4393,no,25-34,hispanic,male,Unknown,-12.4423,-0.9245,-4.0026,0,1.3462,0.4138,27.5925,14.6935,0.0011,1.0971,-30.4194,35.1481,0.0002,9.0179,0.0004,90.5869,0.1126,0,0.0033,0.0038,0.0058,0.7636,0.8376,0.0005,0.4709,0.0014,98.5444,0,0.0051,49.5246,8.4805,0.0996,0.0584,0.0004,0.0002,0.0016,0.0018,0.0018,14.6935,0,0.002,2.2978,2.2978,0.0018,0.0281,1,0,1,5
50.2,0,104.6116,no,25-34,hispanic,male,Unknown,-11.6439,-0.9013,-4.7792,0,1.6716,0.3802,32.7576,19.5104,0.0009,1.2166,-32.1884,43.3645,0.0004,9.2575,0.0004,94.1303,0.0839,0,0.0023,0.0063,0.005,1.6349,2.1318,0.0004,0.8305,0,98.551,0,0.0073,62.1994,28.3596,0.1679,0.0438,0.0004,0.0001,0.0016,0.0018,0.0018,19.5104,0,0.0022,2.2978,2.2978,0.0018,0.0281,1,0,1,5
50.24,0,105.7678,no,25-34,hispanic,male,Unknown,-11.3413,-0.1669,-3.9955,0,1.8598,0.314,33.7765,23.6624,0.0008,1.6755,-33.9689,52.3599,0.0011,8.6975,0.0004,96.2203,0.0856,0,0.0016,0.0101,0.0044,3.0719,5.1023,0.0004,3.5178,0,98.7465,0,0.0114,69.9221,59.1457,0.2792,0.033,0.0003,0.0001,0.0015,0.0018,0.0018,23.6624,0,0.0024,2.2979,2.2979,0.0018,0.0281,1,0,1,5
50.32,0,105.7814,no,25-34,hispanic,male,Unknown,-10.5897,-1.1035,-4.67,0,1.989,0.2238,29.7563,29.0125,0.0007,4.3842,-39.3755,69.9971,0.0028,8.9794,0.0003,97.2222,0.0705,0,0.0012,0.0151,0.0038,14.6381,10.3042,0.0004,12.6585,0,98.4921,0,0.0137,75.8669,83.0467,0.4961,0.0265,0.0003,0.0001,0.0014,0.0018,0.0018,29.0125,0,0.0031,2.298,2.298,0.0018,0.0281,1,0,1,5
50.36,0,105.577,no,25-34,hispanic,male,Unknown,-10.4579,-0.4725,-4.1319,0,2.0843,0.1364,28.4665,30.7675,0.0007,40.8229,-41.6689,75.8824,0.0067,8.7729,0.0003,98.1256,0.0635,0,0.0008,0.0212,0.0036,13.994,17.9218,0.0004,38.0175,0,98.6685,0,0.0184,80.9772,93.8834,0.8236,0.0202,0.0002,0.0001,0.0014,0.0018,0.0018,30.7675,0.0004,0.0042,2.2982,2.2982,0.0018,0.0281,1,0,1,5
50.4,0,105.5604,no,25-34,hispanic,male,Unknown,-10.7054,-1.5006,-4.0137,0,2.1932,0.1016,27.339,32.612,0.0007,94.6669,-44.5873,81.8573,0.0131,9.4945,0.0004,98.6383,0.0511,0,0.0006,0.0268,0.0035,17.9914,22.4556,0.0004,68.4983,0,98.3696,0,0.0188,83.811,96.7828,1.4859,0.0154,0.0002,0,0.0013,0.0018,0.0018,32.612,0.3606,0.0057,2.2984,2.2984,0.0018,0.0281,1,0,1,5
50.48,0,106.615,no,25-34,hispanic,male,Unknown,-10.8258,-1.4575,-4.3498,0,2.3257,0.1159,30.5244,31.2143,0.0007,98.494,-44.7091,79.7979,0.0202,11.359,0.0004,98.7134,0.0597,0,0.0004,0.0304,0.0034,18.393,20.5185,0.0005,80.7642,0,98.3833,0,0.0129,82.3063,97.7691,2.2593,0.0128,0.0002,0,0.0013,0.0018,0.0018,31.2143,3.0724,0.006,2.2988,2.2988,0.0018,0.0281,1,0,1,5
50.52,0,105.2859,no,25-34,hispanic,male,Unknown,-10.4155,-0.4979,-3.7542,0,2.326,0.2023,32.1745,33.974,0.0007,99.3214,-42.6347,80.3405,0.0337,10.3424,0.0004,99.2369,0.0596,0,0.0003,0.0259,0.0033,20.4711,12.075,0.0005,88.2629,0,98.6619,0,0.0177,87.5437,97.9496,3.432,0.011,0.0001,0,0.0012,0.0018,0.0018,33.974,7.3849,0.0064,2.2991,2.2991,0.0018,0.028,1,0,1,5
50.56,0,105.8339,no,25-34,hispanic,male,Unknown,-10.221,-0.5605,-3.931,0,2.4344,0.321,36.1194,33.8961,0.0007,99.5175,-41.6316,83.017,0.0616,11.6564,0.0004,99.3858,0.0679,0,0.0002,0.0205,0.0031,22.8299,4.9953,0.0006,91.4846,0,98.6452,0,0.0183,89.215,98.3649,5.1643,0.0092,0.0001,0,0.0012,0.0018,0.0018,33.8961,11.9827,0.0068,2.2993,2.2993,0.0018,0.028,1,0,1,5
50.64,0,106.0277,no,25-34,hispanic,male,Unknown,-10.5769,-0.1643,-3.6313,0,2.6073,0.3911,41.8981,30.4558,0.0008,99.59,-41.0243,81.2241,0.094,14.3911,0.0004,99.224,0.0828,0,0.0001,0.0141,0.0029,21.281,2.0307,0.0006,93.0752,0,98.7472,0,0.0136,85.0766,98.4928,7.7815,0.008,0.0001,0,0.0012,0.0018,0.0018,30.4558,16.7233,0.0068,2.2996,2.2996,0.0018,0.028,1,0,1,5
50.68,0,106.0459,no,25-34,hispanic,male,Unknown,-10.5739,-0.3957,-3.2163,0,2.717,0.4241,46.5977,27.4785,0.0008,99.5197,-39.8027,75.8051,0.086,15.9314,0.0005,99.1511,0.0853,0,0.0001,0.0107,0.0026,16.8372,0.9006,0.0008,91.5854,0,98.6886,0,0.0084,80.2916,97.7658,11.4028,0.0071,0.0001,0,0.0011,0.0018,0.0018,27.4785,21.3693,0.0069,2.2999,2.2999,0.0018,0.028,1,0,1,5
50.72,0,105.6001,no,25-34,hispanic,male,Unknown,-11.1596,-0.9206,-3.3449,0,2.7596,0.4389,48.8868,25.6879,0.0008,99.4965,-39.1793,72.4111,0.0927,16.8151,0.0005,98.9824,0.079,0,0.0001,0.009,0.0022,14.5268,0.453,0.0009,91.1749,0,98.5455,0,0.0085,76.1278,96.6196,16.0481,0.0065,0.0001,0,0.0011,0.0018,0.0018,25.6879,25.9841,0.0069,2.3002,2.3002,0.0018,0.028,1,0,1,5
50.8,0,106.1233,no,25-34,hispanic,male,Unknown,-11.2194,-1.5516,-4.3944,0,2.751,0.4483,52.1796,22.7191,0.0009,99.3908,-36.9954,60.6254,0.0998,17.2268,0.0006,98.7299,0.0849,0,0,0.0078,0.0019,7.3124,0.243,0.0012,89.4215,0,98.3531,0,0.0081,73.8261,94.8844,21.8138,0.0059,0.0001,0,0.0011,0.0018,0.0018,22.7191,30.4355,0.0069,2.3005,2.3005,0.0018,0.028,1,0,1,5
