,TimeStamp,interocularDistance,glasses,pitch,yaw,roll,joy,fear,disgust,sadness,anger,surprise,contempt,valence,engagement,smile,innerBrowRaise,browRaise,browFurrow,noseWrinkle,upperLipRaise,lipCornerDepressor,chinRaise,lipPucker,lipPress,lipSuck,mouthOpen,smirk,eyeClosure,attention,eyeWiden,cheekRaise,lidTighten,dimpler,lipStretch,jawDrop,relaxed,smiley,laughing,kissing,disappointed,rage,smirk.1,wink,stuckOutTongueWinkingEye,stuckOutTongue,flushed,scream,FRUSTRATED,TIRED,ENGAGED,CLASS
10,0.56,110.7504,1.0,-20.3045,1.5112,-5.5077,0.0018,0.0045,0.434,0.024,0.0045,0.1928,0.1947,-0.1426,0.0799,0.002,0.004,0.0049,0.0007,0.1083,0.1423,0.0008,0.0014,0.0288,0.0568,0.0025,0.009000000000000001,0.1007,0.0,98.3662,0.0014,0.0023,0.0117,0.0106,0.0014,0.0951,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.0281,0,0,0,0
11,0.6,111.2285,1.0,-18.5244,0.1399,-5.6984,0.0018,0.0045,0.4327,0.024,0.0045,0.1928,0.1948,-0.1381,0.0798,0.002,0.0043,0.0041,0.001,0.0793,0.1536,0.0008,0.0014,0.0284,0.07,0.0029,0.0097,0.1064,0.0,98.7532,0.0011,0.002,0.0105,0.0116,0.0014,0.1044,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.0281,0,0,0,0
12,0.68,111.1687,1.0,-19.204,-0.6935,-5.8601,0.0018,0.0045,0.4322,0.024,0.0045,0.1928,0.195,-0.1301,0.0796,0.002,0.005,0.0034,0.0013,0.0675,0.1625,0.0008,0.0012,0.0279,0.0466,0.0032,0.0098,0.1137,0.0,98.6092,0.0009,0.0015,0.0078,0.0107,0.0013,0.1068,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.0281,0,0,0,0
13,0.72,110.9382,1.0,-19.6749,-0.2736,-5.4217,0.0018,0.0045,0.4323,0.024,0.0045,0.1928,0.1946,-0.1319,0.0796,0.0017,0.0049,0.0038,0.0011,0.0678,0.1689,0.0007,0.0011,0.0278,0.0409,0.0028,0.0098,0.0961,0.0,98.7198,0.0009,0.0012,0.0062,0.0098,0.0013,0.1096,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.0281,0,0,0,0
14,0.8,111.5296,1.0,-18.4621,-0.9778,-4.9391,0.0018,0.0045,0.4326,0.024,0.0045,0.1928,0.1941,-0.1224,0.0796,0.0017,0.0046,0.0044,0.0012,0.0789,0.1502,0.0008,0.0013,0.0322,0.0223,0.0022,0.0099,0.0683,0.0,98.529,0.001,0.0012,0.0065,0.0081,0.0013,0.109,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.0281,0,0,0,0
15,0.88,113.2697,1.0,-17.8742,-1.3927,-4.9398,0.0018,0.0045,0.4313,0.024,0.0045,0.1928,0.1936,-0.1045,0.0795,0.0011,0.005,0.0045,0.0007,0.0586,0.1369,0.0009,0.0015,0.0385,0.0151,0.0022,0.0099,0.0458,0.0,98.4038,0.0012,0.0004,0.0033,0.006999999999999999,0.0013,0.1144,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.0281,0,0,0,0
16,0.92,114.0868,1.0,-17.3904,0.5619,-3.6938,0.0018,0.0045,0.4299,0.024,0.0045,0.1928,0.1933,-0.0845,0.0795,0.0008,0.0058,0.0058,0.0005,0.0383,0.1197,0.001,0.0016,0.0438,0.0097,0.0013,0.0105,0.0306,0.0,98.6449,0.0017,0.0002,0.0026,0.005,0.0012,0.1201,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.0281,0,0,0,0
17,1.0,112.5414,1.0,-17.8419,-0.0314,-4.1722,0.0018,0.0045,0.4292,0.024,0.0045,0.1929,0.1931,-0.0742,0.0794,0.0005,0.0081,0.0056,0.0004,0.0271,0.1094,0.0011,0.0019,0.0516,0.0076,0.0009,0.0105,0.0236,0.0,98.7796,0.002,0.0001,0.0018,0.0034,0.0011,0.1252,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.0281,0,0,0,0
18,1.08,114.7839,1.0,-16.5944,1.9734,-2.9137,0.0018,0.0045,0.4282,0.024,0.0045,0.1929,0.193,-0.0637,0.0794,0.0002,0.0116,0.0094,0.0002,0.0117,0.1007,0.0012,0.0024,0.0616,0.0081,0.0005,0.01,0.0174,0.0,98.2108,0.0041,0.0,0.0012,0.0021,0.001,0.1395,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.0281,0,0,0,0
19,1.16,113.5517,1.0,-16.4427,1.9259,-3.8545,0.0018,0.0045,0.4279,0.024,0.0045,0.193,0.1933,-0.0579,0.0795,0.0001,0.017,0.0143,0.0001,0.0099,0.0883,0.0014,0.0032,0.0827,0.006,0.0003,0.0108,0.0288,0.0,98.2274,0.0071,0.0,0.001,0.0014,0.0009,0.1584,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.0281,0,0,0,0
20,1.2,113.4946,1.0,-14.6905,1.2821,-4.1431,0.0018,0.0045,0.4277,0.024,0.0045,0.1931,0.1935,-0.0534,0.0796,0.0001,0.0241,0.0173,0.0001,0.0096,0.0742,0.0016,0.0042,0.0922,0.0062,0.0002,0.0109,0.0389,0.0,98.4382,0.0104,0.0,0.0008,0.0011,0.0008,0.1769,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.0281,0,0,0,0
21,1.28,114.145,1.0,-15.2857,2.1735,-3.7038,0.0018,0.0046,0.4274,0.0241,0.0045,0.1932,0.1936,-0.0535,0.0797,0.0001,0.0424,0.0234,0.0001,0.0074,0.0642,0.0017,0.0061,0.1021,0.0065,0.0002,0.0101,0.0429,0.0,98.1391,0.0128,0.0,0.0008,0.0009,0.0007,0.1771,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.0281,0,0,0,0
22,1.32,113.8741,1.0,-15.6464,1.0639,-3.2191,0.0018,0.0046,0.4273,0.0241,0.0045,0.1934,0.1936,-0.0564,0.0799,0.0,0.0646,0.0284,0.0001,0.0089,0.055,0.0019,0.0076,0.1257,0.0048,0.0002,0.0098,0.0476,0.0,98.5039,0.0168,0.0,0.0006,0.0007,0.0007,0.19399999999999998,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0018,2.2977,2.2977,0.0018,0.0281,0,0,0,0
23,1.4,113.9125,1.0,-15.2661,0.7229,-4.3295,0.0018,0.0046,0.4271,0.0241,0.0045,0.1935,0.1938,-0.057,0.0801,0.0,0.0783,0.0306,0.0001,0.0075,0.0483,0.0018,0.0077,0.16699999999999998,0.0067,0.0002,0.0082,0.0539,0.0,98.6011,0.0226,0.0,0.0008,0.0006,0.0006,0.2072,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0018,2.2977,2.2977,0.0018,0.0281,0,0,0,0
24,1.44,113.1006,1.0,-15.4162,0.3982,-4.1975,0.0018,0.0046,0.4271,0.0241,0.0045,0.1935,0.19399999999999998,-0.0579,0.0801,0.0,0.0846,0.033,0.0001,0.0079,0.0453,0.0016,0.0093,0.1615,0.0063,0.0003,0.0071,0.063,0.0,98.6879,0.0255,0.0,0.0011,0.0006,0.0006,0.1967,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0018,2.2977,2.2977,0.0018,0.0281,0,0,0,0
25,1.52,113.3988,1.0,-15.4403,0.4837,-3.7955,0.0018,0.0046,0.42700000000000005,0.0241,0.0045,0.1935,0.1945,-0.0497,0.0803,0.0,0.0712,0.0407,0.0001,0.0084,0.0367,0.0016,0.0089,0.1866,0.0063,0.0004,0.0066,0.0868,0.0,98.6656,0.0371,0.0,0.0014,0.0006,0.0005,0.2108,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0018,2.2977,2.2977,0.0018,0.0281,0,0,0,0
26,1.6,113.5692,1.0,-13.9166,1.4497,-2.2081,0.0018,0.0046,0.4268,0.0241,0.0045,0.1935,0.1953,-0.0403,0.0805,0.0,0.0566,0.0445,0.0001,0.0092,0.0266,0.0018,0.0088,0.2253,0.0046,0.0002,0.006,0.1274,0.0,98.3858,0.0524,0.0001,0.0019,0.0005,0.0005,0.2223,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0018,2.2977,2.2977,0.0018,0.0281,0,0,0,0
27,1.68,112.1801,1.0,-14.0001,3.5661,-1.694,0.0018,0.0046,0.4268,0.0241,0.0045,0.1934,0.195,-0.035,0.0805,0.0,0.0523,0.0442,0.0001,0.0109,0.0175,0.0022,0.0086,0.2255,0.0031,0.0003,0.0056,0.1111,0.0,97.556,0.0603,0.0002,0.0025,0.0005,0.0004,0.2507,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0018,2.2977,2.2977,0.0018,0.0282,0,0,0,0
28,1.72,111.2572,1.0,-13.2768,5.8687,-1.3751,0.0018,0.0046,0.4267,0.0241,0.0045,0.1934,0.1948,-0.0296,0.0804,0.0,0.0446,0.042,0.0001,0.0118,0.0099,0.0029,0.0083,0.2113,0.0033,0.0002,0.0054,0.1039,0.0,96.1811,0.0712,0.0006,0.0035,0.0003,0.0004,0.2835,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0018,2.2977,2.2977,0.0018,0.0282,0,0,0,0
29,1.8,113.5483,1.0,-11.884,5.7214,-1.8619999999999999,0.0018,0.0046,0.4265,0.0241,0.0045,0.1933,0.195,-0.0239,0.0805,0.0,0.036000000000000004,0.0418,0.0001,0.0102,0.0059,0.0036,0.0068,0.2256,0.0032,0.0001,0.005,0.1129,0.0,96.2878,0.0859,0.0013,0.0041,0.0003,0.0004,0.3227,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0018,2.2977,2.2977,0.0018,0.0282,0,0,0,0
30,1.84,113.4995,1.0,-12.0312,6.5665,-2.2912,0.0018,0.0046,0.4263,0.0241,0.0045,0.1933,0.1948,-0.0217,0.0804,0.0,0.0364,0.0429,0.0001,0.006999999999999999,0.0038,0.0045,0.0059,0.2016,0.0045,0.0001,0.0046,0.1044,0.0,95.6341,0.1158,0.0024,0.005,0.0003,0.0003,0.3823,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0018,2.2977,2.2977,0.0018,0.0282,0,0,0,0
31,1.92,110.4449,1.0,-12.9433,4.9427,-1.9114,0.0018,0.0046,0.4265,0.024,0.0045,0.1935,0.1951,-0.0132,0.0803,0.0,0.0309,0.0648,0.0001,0.0105,0.0031,0.0043,0.006,0.1625,0.0084,0.0001,0.0039,0.1185,0.0001,96.8061,0.0676,0.0255,0.0117,0.0005,0.0003,0.3734,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0018,2.2977,2.2977,0.0018,0.0282,0,0,0,0
32,1.96,109.4308,1.0,-10.3994,4.4429,-2.3121,0.0018,0.0046,0.4267,0.024,0.0045,0.1937,0.1952,0.0425,0.0802,0.0,0.0258,0.0933,0.0001,0.0134,0.0025,0.0045,0.0054,0.1156,0.0119,0.0,0.0032,0.1206,0.0001,97.1011,0.0421,0.1665,0.022000000000000002,0.0006,0.0003,0.3396,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0018,2.2978,2.2978,0.0018,0.0282,0,0,0,0
33,2.04,114.4835,1.0,-10.309000000000001,-1.8528,-5.2737,0.0018,0.0046,0.42700000000000005,0.024,0.0045,0.1938,0.1938,0.0833,0.0799,0.0,0.0273,0.0963,0.0001,0.0186,0.0025,0.0039,0.004,0.068,0.0156,0.0001,0.0023,0.0544,0.0,98.2527,0.012,0.2767,0.0238,0.0009,0.0003,0.3254,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0018,2.2978,2.2978,0.0018,0.0282,0,0,0,0
34,2.12,114.2186,1.0,-11.3539,-3.5675,-7.5333,0.0018,0.0046,0.4274,0.024,0.0045,0.1939,0.1933,0.0731,0.0798,0.0,0.0254,0.1055,0.0001,0.0262,0.002,0.0041,0.0023,0.0331,0.0216,0.0001,0.0018,0.0291,0.0,97.5553,0.0053,0.2622,0.0235,0.0016,0.0003,0.292,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0018,2.2978,2.2978,0.0018,0.0283,0,0,0,0
35,2.16,114.3887,1.0,-10.2116,-4.4058,-7.0786,0.0018,0.0046,0.4269,0.024,0.0045,0.1937,0.1932,0.0237,0.0797,0.0,0.0216,0.0936,0.0001,0.0185,0.0019,0.0039,0.0013,0.024,0.0255,0.0001,0.0016,0.0263,0.0,97.1219,0.0045,0.1278,0.0187,0.0021,0.0004,0.2733,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0018,2.2978,2.2978,0.0018,0.0282,0,0,0,0
36,2.24,113.3027,1.0,-8.3269,-6.8182,-5.3799,0.0018,0.0046,0.4267,0.024,0.0045,0.1938,0.1931,0.0017,0.0798,0.0,0.0101,0.113,0.0001,0.0134,0.0012,0.0032,0.0006,0.0139,0.0343,0.0001,0.0013,0.0206,0.0,95.419,0.0015,0.0622,0.0177,0.004,0.0004,0.2619,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0018,2.2978,2.2978,0.0018,0.0283,0,0,0,0
37,2.32,112.2651,1.0,-7.0092,-9.1011,-5.0559,0.0018,0.0046,0.4266,0.024,0.0045,0.1937,0.1932,-0.0039,0.0799,0.0,0.0054,0.1072,0.0001,0.0108,0.0009,0.0028,0.0004,0.0111,0.0578,0.0002,0.0012,0.0234,0.0,92.9549,0.0013,0.0576,0.0148,0.0065,0.0004,0.2924,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0019,2.2978,2.2978,0.0018,0.0283,0,0,0,0
38,2.4,111.889,1.0,-7.0576,-9.1183,-4.0279,0.0018,0.0046,0.4264,0.0239,0.0045,0.1937,0.1931,-0.0188,0.0801,0.0,0.0024,0.1007,0.0001,0.0061,0.0007,0.0023,0.0003,0.0091,0.0993,0.0005,0.001,0.0195,0.0,92.9323,0.0015,0.0424,0.0139,0.0091,0.0005,0.2903,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0019,2.2978,2.2978,0.0018,0.0283,0,0,0,0
39,2.48,110.8747,1.0,-6.6459,-11.0696,-3.0009,0.0018,0.0045,0.4264,0.0239,0.0045,0.1933,0.1929,-0.0498,0.0802,0.0,0.001,0.0622,0.0001,0.0041,0.0005,0.0022,0.0001,0.0062,0.1517,0.0014,0.0009,0.0102,0.0,89.8993,0.0026,0.0008,0.0043,0.013999999999999999,0.0005,0.3415,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0019,2.2981,2.2982,0.0018,0.0283,0,0,0,0
40,2.56,110.2922,1.0,-6.5412,-9.3901,-2.0677,0.0018,0.0045,0.4264,0.0239,0.0045,0.1932,0.193,-0.0585,0.0803,0.0,0.0006,0.0567,0.0002,0.004,0.0004,0.0018,0.0002,0.0057,0.1812,0.0019,0.0007,0.0182,0.0,92.5668,0.0076,0.0004,0.0037,0.0214,0.0006,0.3862,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0019,2.2984,2.299,0.0018,0.0283,0,0,0,0
41,2.64,110.2176,1.0,-4.1711,-12.3766,-1.3501,0.0018,0.0045,0.4264,0.0239,0.0046,0.1932,0.1932,-0.0918,0.0809,0.0,0.0004,0.051,0.0003,0.0045,0.0005,0.0012,0.0002,0.0057,0.2909,0.0033,0.0006,0.0236,0.0,87.266,0.0092,0.0002,0.004,0.031,0.0006,0.409,0.0018,0.0018,0.0018,0.0019,0.0018,0.0046,0.0,0.0019,2.2988,2.3001,0.0018,0.0283,0,0,0,0
42,2.72,111.1861,1.0,-3.9694,-13.213,-0.7212,0.0018,0.0045,0.4263,0.0239,0.0045,0.1932,0.1931,-0.0913,0.0809,0.0,0.0002,0.052000000000000005,0.0002,0.0043,0.0007,0.0007,0.0003,0.0062,0.2885,0.005,0.0005,0.0213,0.0,85.2882,0.0077,0.0001,0.0045,0.0368,0.0006,0.4565,0.0018,0.0018,0.0018,0.0019,0.0018,0.0045,0.0,0.0019,2.2992,2.3013,0.0018,0.0283,0,0,0,0
43,2.8,109.5335,1.0,-1.7345,-13.5814,3.8275,0.0018,0.0045,0.4265,0.0239,0.0045,0.1931,0.1932,-0.0607,0.0803,0.0,0.0002,0.0455,0.0004,0.0063,0.0013,0.0004,0.0003,0.0051,0.1839,0.0043,0.0007,0.0246,97.185,84.3396,0.0056,0.0001,0.0076,0.0366,0.0007,0.7129,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.3,2.3021,0.0018,0.0283,0,0,0,0
44,2.88,106.4791,1.0,-4.4088,-12.2319,3.1546,0.0018,0.0045,0.4279,0.024,0.0045,0.1932,0.1936,-0.027999999999999997,0.0798,0.0001,0.0003,0.0498,0.0007,0.0271,0.0035,0.0001,0.0004,0.0027,0.0401,0.0012,0.0016,0.0456,0.0222,87.5841,0.003,0.0001,0.0182,0.0214,0.0013,0.9061,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.3003,2.3026,0.0018,0.0284,0,0,0,0
45,2.96,103.9929,1.0,0.4153,-10.7991,2.2603,0.0018,0.0045,0.4281,0.0238,0.0046,0.1931,0.1952,-0.142,0.0816,0.0001,0.0003,0.0476,0.0008,0.0344,0.0044,0.0001,0.0008,0.0025,0.4053,0.002,0.0016,0.1225,0.0002,90.38,0.0011,0.0002,0.0236,0.1547,0.002,0.9749,0.0018,0.0018,0.0018,0.0018,0.0018,0.0046,0.0,0.0019,2.3005,2.3027,0.0018,0.0284,0,0,0,0
46,3.04,103.3482,1.0,-5.3572,-7.0724,0.4018,0.0018,0.0045,0.4272,0.019,0.0057,0.1932,0.1964,-4.2193,0.2155,0.0003,0.0003,0.0521,0.0007,0.0186,0.005,0.0001,0.0017,0.0029,14.0207,0.0029,0.0013,0.1804,0.0001,95.1916,0.0005,0.0004,0.0328,0.7474,0.0039,0.9246,0.0018,0.0018,0.0018,0.0018,0.0018,0.0057,0.0,0.0019,2.3007,2.3029,0.0018,0.0285,0,0,0,0
47,3.12,100.11200000000001,1.0,-5.0034,-9.5551,0.0514,0.0018,0.0045,0.4262,0.0051,0.0211,0.1933,0.2008,-27.7492,36.9922,0.0007,0.0004,0.0601,0.0004,0.0016,0.0025,0.0,0.0031,0.0027,92.4842,0.005,0.0011,0.3923,0.0,92.3366,0.0003,0.0003,0.0304,2.6398,0.0077,0.4488,0.0018,0.0018,0.0018,0.0018,0.0018,0.0211,0.0,0.0019,2.3008,2.303,0.0018,0.0285,0,0,0,0
48,3.16,98.9798,1.0,-7.9089,-6.0588,-0.3519,0.0018,0.0045,0.4261,0.005,0.0215,0.1933,0.2046,-28.0966,38.9419,0.0014,0.0003,0.0619,0.0003,0.001,0.0016,0.0,0.0064,0.0028,93.6416,0.0086,0.0009,0.5663,0.0,96.0389,0.0003,0.0009,0.0321,7.5936,0.0132,0.2032,0.0018,0.0018,0.0018,0.0018,0.0018,0.0215,0.0,0.0019,2.3008,2.3031,0.0018,0.0285,0,0,0,0
49,3.24,97.7875,1.0,-9.9899,-8.8858,-1.6736,0.0018,0.0045,0.4256,0.0049,0.022000000000000002,0.1932,0.2088,-28.4943,41.1865,0.0031,0.0005,0.0544,0.0003,0.0005,0.0011,0.0,0.009000000000000001,0.0026,94.958,0.025,0.0007,0.759,0.0,93.2317,0.0003,0.0028,0.0325,23.4311,0.02,0.1201,0.0018,0.0018,0.0018,0.0018,0.0018,0.022000000000000002,0.0,0.0019,2.3009,2.3031,0.0018,0.0285,0,0,0,0
50,3.32,96.8442,1.0,-9.0435,-8.7537,-0.0355,0.0018,0.0045,0.4238,0.0051,0.0212,0.1933,0.2102,-27.787,37.0559,0.0029,0.0005,0.0607,0.0002,0.0003,0.0008,0.0,0.0199,0.0022,92.5218,0.0926,0.0005,0.8221,0.0001,93.3965,0.0002,0.0031,0.0227,65.146,0.0284,0.0687,0.0018,0.0018,0.0018,0.0018,0.0018,0.0212,0.0,0.002,2.301,2.3033,0.0018,0.0284,0,0,0,0
51,3.4,95.61,1.0,-9.2892,-9.3937,-0.7418,0.0018,0.0045,0.41,0.0062,0.0172,0.1933,0.1998,-24.2615,19.6711,0.0006,0.0004,0.0649,0.0001,0.0003,0.0007,0.0,0.0281,0.0019,80.2374,0.6107,0.0004,0.3444,0.0002,92.5618,0.0002,0.0034,0.0125,91.6142,0.0378,0.0438,0.0018,0.0018,0.0018,0.0018,0.0018,0.0172,0.0,0.002,2.3017,2.3040000000000003,0.0018,0.0284,0,0,0,0
52,3.48,95.0657,1.0,-10.2057,-9.4512,-1.0282,0.0018,0.0046,0.4151,0.0084,0.0128,0.1934,0.1966,-18.889,6.4746,0.0006,0.0004,0.0771,0.0001,0.0006,0.0006,0.0,0.0109,0.0019,62.538000000000004,0.4188,0.0004,0.18899999999999997,0.0001,92.4822,0.0001,0.0038,0.0108,83.7488,0.0463,0.0417,0.0018,0.0018,0.0018,0.0018,0.0018,0.0128,0.0,0.002,2.3022,2.3044,0.0018,0.0284,0,0,0,0
53,3.56,96.6221,1.0,-12.6973,-10.1461,-1.4093,0.0018,0.0045,0.4192,0.0165,0.0066,0.1934,0.195,-6.7795,0.39,0.0006,0.0004,0.073,0.0001,0.0014,0.0007,0.0,0.0046,0.0021,22.3253,0.2738,0.0005,0.1122,0.0003,91.4572,0.0001,0.0054,0.0105,70.4384,0.0604,0.0454,0.0018,0.0018,0.0018,0.0018,0.0018,0.0066,0.0,0.0021,2.3023,2.3046,0.0018,0.0284,0,0,0,0
