,TimeStamp,interocularDistance,glasses,pitch,yaw,roll,joy,fear,disgust,sadness,anger,surprise,contempt,valence,engagement,smile,innerBrowRaise,browRaise,browFurrow,noseWrinkle,upperLipRaise,lipCornerDepressor,chinRaise,lipPucker,lipPress,lipSuck,mouthOpen,smirk,eyeClosure,attention,eyeWiden,cheekRaise,lidTighten,dimpler,lipStretch,jawDrop,relaxed,smiley,laughing,kissing,disappointed,rage,smirk.1,wink,stuckOutTongueWinkingEye,stuckOutTongue,flushed,scream,FRUSTRATED,TIRED,ENGAGED,CLASS
10,0.56,93.4729,1,-8.2909,0.6859,-4.2509,0.0018,0.0045,0.4258,0.024,0.0045,0.1928,0.1943,-0.0101,0.0792,0.0,0.0079,0.0132,0.0006,0.0011,0.0002,0.0018,0.0026,0.019,0.0107,0.0063,0.0002,0.0793,0.0,98.6113,0.0022,0.0005,0.0042,0.003,0.0004,0.0591,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.027999999999999997,0,0,0,0
11,0.6,93.1196,1,-8.7455,0.2181,-4.7203,0.0018,0.0045,0.4258,0.024,0.0045,0.1929,0.1944,-0.012,0.0792,0.0,0.0117,0.0153,0.0008,0.0015,0.0003,0.0018,0.0033,0.0194,0.0108,0.0069,0.0002,0.0817,0.0,98.7338,0.0026,0.0004,0.0042,0.0035,0.0004,0.0643,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.027999999999999997,0,0,0,0
12,0.68,93.135,1,-7.7131,0.2565,-5.8279,0.0018,0.0045,0.4258,0.024,0.0045,0.193,0.1955,-0.015,0.0792,0.0,0.0194,0.0231,0.0012,0.0014,0.0003,0.0017,0.0036,0.019,0.0128,0.0062,0.0002,0.1371,0.0,98.7241,0.0038,0.0001,0.0045,0.0039,0.0004,0.0729,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.027999999999999997,0,0,0,0
13,0.72,93.54799999999999,1,-8.714,0.2154,-5.4318,0.0018,0.0045,0.4258,0.0241,0.0045,0.193,0.196,-0.0159,0.0793,0.0,0.0244,0.0264,0.0018,0.0014,0.0003,0.0018,0.0031,0.0205,0.0106,0.0062,0.0002,0.1609,0.0,98.7344,0.0032,0.0001,0.0048,0.0039,0.0003,0.0972,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.027999999999999997,0,0,0,0
14,0.8,93.3838,1,-7.5597,1.3749,-4.7542,0.0018,0.0045,0.4258,0.024,0.0045,0.1931,0.1965,-0.0138,0.0793,0.0,0.0208,0.0339,0.0018,0.0011,0.0003,0.0016,0.0028,0.0229,0.0089,0.006,0.0002,0.1847,0.0,98.4094,0.0028,0.0002,0.0043,0.0027,0.0003,0.11,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.027999999999999997,0,0,0,0
15,0.88,92.2345,1,-7.2135,2.0426,-5.1115,0.0018,0.0045,0.4258,0.024,0.0045,0.1932,0.1967,-0.0158,0.0793,0.0,0.0268,0.04,0.0021,0.0008,0.0003,0.0017,0.0029,0.0223,0.0091,0.0066,0.0002,0.1951,0.0,98.1863,0.0028,0.0002,0.0045,0.0022,0.0002,0.1278,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.027999999999999997,0,0,0,0
16,0.92,92.3238,1,-7.306,1.7493,-5.4392,0.0018,0.0046,0.4257,0.024,0.0045,0.1933,0.1966,-0.0164,0.0794,0.0,0.0304,0.0519,0.0019,0.0007,0.0003,0.0017,0.0026,0.0211,0.0075,0.0068,0.0002,0.1898,0.0,98.2878,0.0033,0.0002,0.0045,0.0017,0.0002,0.1476,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.027999999999999997,0,0,0,0
17,1.0,93.2095,1,-7.5589,2.4552,-5.1785,0.0018,0.0046,0.4257,0.024,0.0045,0.1935,0.1969,-0.0183,0.0795,0.0,0.0353,0.0616,0.0017,0.0006,0.0003,0.0017,0.0025,0.0213,0.0092,0.0072,0.0001,0.2047,0.0,98.0333,0.0034,0.0002,0.0045,0.0014,0.0001,0.1699,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.027999999999999997,0,0,0,0
18,1.08,92.3343,1,-7.0581,1.8666,-5.7447,0.0018,0.0046,0.4258,0.0241,0.0045,0.1935,0.1993,-0.0189,0.0794,0.0,0.0389,0.0612,0.0019,0.0006,0.0003,0.0017,0.0016,0.0197,0.0106,0.0052,0.0001,0.3181,0.0,98.2479,0.0028,0.0003,0.0046,0.0009,0.0001,0.2095,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.027999999999999997,0,0,0,0
19,1.16,92.0007,1,-6.5349,1.6756,-5.6256,0.0018,0.0046,0.4258,0.0241,0.0045,0.1935,0.2013,-0.0191,0.0795,0.0,0.0391,0.0645,0.0017,0.0006,0.0003,0.0017,0.0011,0.0195,0.013000000000000001,0.0039,0.0001,0.4147,0.0,98.3125,0.0032,0.0005,0.0043,0.0006,0.0001,0.304,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.0281,0,0,0,0
20,1.2,92.1551,1,-6.8159,1.994,-5.0545,0.0018,0.0046,0.4258,0.0241,0.0045,0.1935,0.2012,-0.0217,0.0794,0.0,0.0501,0.0617,0.0016,0.0006,0.0003,0.0017,0.0008,0.0186,0.0118,0.0032,0.0001,0.4091,0.0,98.2035,0.0031,0.0006,0.0042,0.0005,0.0,0.3741,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.0281,0,0,0,0
21,1.28,93.3423,1,-6.7804,2.5895,-5.6904,0.0018,0.0046,0.4258,0.0241,0.0045,0.1938,0.2009,-0.0256,0.0796,0.0,0.0635,0.0826,0.0011,0.0005,0.0003,0.0017,0.0008,0.0195,0.013000000000000001,0.0028,0.0001,0.3945,0.0,97.9809,0.0046,0.0007,0.0036,0.0004,0.0,0.4925,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0018,2.2977,2.2977,0.0018,0.0281,0,0,0,0
22,1.32,92.5245,1,-7.4513,2.1602,-4.5947,0.0018,0.0046,0.4258,0.0241,0.0045,0.1938,0.2006,-0.0271,0.0795,0.0,0.0667,0.0814,0.0011,0.0004,0.0003,0.0015,0.0007,0.0182,0.0148,0.0031,0.0001,0.3802,0.0,98.1439,0.0047,0.0007,0.0038,0.0006,0.0,0.5746,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0018,2.2977,2.2977,0.0018,0.0282,0,0,0,0
23,1.4,92.1654,1,-7.1447,1.5432,-5.2701,0.0018,0.0046,0.4258,0.0241,0.0045,0.1937,0.2003,-0.0241,0.0795,0.0,0.0551,0.0732,0.0009,0.0004,0.0003,0.0015,0.0007,0.0169,0.0181,0.0027,0.0001,0.36700000000000005,0.0,98.3558,0.0063,0.0014,0.0035,0.0008,0.0,0.6714,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0018,2.2977,2.2977,0.0018,0.0282,0,0,0,0
24,1.44,92.7362,1,-7.8408,1.3795,-5.6457,0.0018,0.0046,0.4258,0.0241,0.0045,0.1935,0.2012,-0.0219,0.0795,0.0,0.0445,0.0615,0.0008,0.0004,0.0003,0.0014,0.0007,0.0166,0.0224,0.0024,0.0001,0.4062,0.0,98.40799999999999,0.0058,0.0018,0.0032,0.001,0.0,0.6711,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0018,2.2977,2.2977,0.0018,0.0282,0,0,0,0
25,1.52,92.4449,1,-7.3603,4.4782,-3.8864,0.0018,0.0046,0.4258,0.0241,0.0045,0.1933,0.2022,-0.021,0.0794,0.0,0.0381,0.0471,0.0009,0.0004,0.0003,0.0015,0.0012,0.0148,0.023,0.0044,0.0001,0.4527,0.0,97.0812,0.0079,0.0018,0.0036,0.0013,0.0,0.7746,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0018,2.2977,2.2977,0.0018,0.0283,0,0,0,0
26,1.6,91.5644,1,-6.7287,3.4814,-4.1038,0.0018,0.0045,0.4257,0.0241,0.0045,0.1932,0.2005,-0.0202,0.0793,0.0,0.0335,0.0406,0.0009,0.0005,0.0003,0.0016,0.0016,0.0133,0.0203,0.0082,0.0001,0.3752,0.0,97.5961,0.0108,0.0018,0.0038,0.001,0.0,0.9693,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0018,2.2977,2.2977,0.0018,0.0283,0,0,0,0
27,1.68,92.7458,1,-6.353,2.7159,-5.1785,0.0018,0.0045,0.4255,0.024,0.0045,0.1932,0.2001,-0.0207,0.0793,0.0,0.0295,0.0332,0.0008,0.0007,0.0002,0.0022,0.0027,0.0139,0.0161,0.0157,0.0001,0.35700000000000004,0.0,97.9302,0.0116,0.002,0.0041,0.0012,0.0,1.1420000000000001,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0018,2.2977,2.2977,0.0018,0.0284,0,0,0,0
28,1.72,91.7877,1,-7.0235,4.266,-3.603,0.0018,0.0045,0.4251,0.024,0.0045,0.1931,0.1995,-0.0272,0.0793,0.0,0.0297,0.0307,0.001,0.0007,0.0002,0.0026,0.005,0.0139,0.0182,0.0316,0.0001,0.33,0.0,97.199,0.0178,0.0018,0.0048,0.0012,0.0,1.1678,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0018,2.2977,2.2977,0.0018,0.0285,0,0,0,0
29,1.8,92.6588,1,-6.1802,3.8252,-4.3475,0.0018,0.0045,0.4245,0.024,0.0045,0.1931,0.2002,-0.0344,0.0794,0.0,0.0299,0.0235,0.001,0.0007,0.0002,0.0031,0.0074,0.0137,0.0181,0.052000000000000005,0.0001,0.3595,0.0,97.4293,0.0242,0.0018,0.0059,0.0012,0.0,1.1233,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0018,2.2977,2.2977,0.0018,0.0285,0,0,0,0
30,1.84,92.1364,1,-6.2392,5.2002,-2.9307,0.0018,0.0045,0.424,0.024,0.0045,0.193,0.2013,-0.0419,0.0795,0.0,0.0297,0.0202,0.0008,0.0006,0.0002,0.0042,0.0101,0.0124,0.0169,0.073,0.0001,0.4128,0.0,96.64299999999999,0.0343,0.0016,0.0068,0.0009,0.0,1.1358,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.0286,0,0,0,0
31,1.92,91.6102,1,-7.1101,4.5336,-3.8442,0.0018,0.0045,0.4228,0.024,0.0045,0.193,0.2013,-0.0579,0.0797,0.0,0.0326,0.0182,0.0009,0.0005,0.0002,0.0048,0.0153,0.0125,0.0167,0.1165,0.0001,0.4126,0.0001,97.0496,0.037000000000000005,0.0011,0.0085,0.0009,0.0001,1.1379,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.0287,0,0,0,0
32,1.96,92.1968,1,-6.9518,5.2607,-3.4962,0.0018,0.0045,0.4209,0.024,0.0045,0.193,0.2004,-0.0821,0.0801,0.0,0.0323,0.0147,0.0009,0.0005,0.0002,0.0056,0.0231,0.0129,0.0145,0.1898,0.0002,0.3696,0.0001,96.6034,0.0447,0.0009,0.0107,0.0007,0.0001,1.0735,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.0287,0,0,0,0
33,2.04,91.5593,1,-6.1758,5.2337,-3.8533,0.0018,0.0045,0.4217,0.024,0.0045,0.193,0.2004,-0.0713,0.08,0.0,0.028999999999999998,0.0163,0.001,0.0006,0.0002,0.0062,0.0202,0.0124,0.0125,0.161,0.0002,0.3726,0.0,96.6212,0.0337,0.0014,0.0112,0.0007,0.0001,1.074,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.0288,0,0,0,0
34,2.12,91.9324,1,-5.9427,4.1407,-3.0553,0.0018,0.0045,0.4227,0.024,0.0045,0.193,0.2,-0.0605,0.0798,0.0,0.0266,0.0165,0.0009,0.0005,0.0002,0.006999999999999999,0.0199,0.0128,0.0127,0.1258,0.0002,0.3495,0.0,97.2665,0.0343,0.0012,0.0103,0.0008,0.0001,1.062,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.0289,0,0,0,0
35,2.16,91.4011,1,-5.8336,4.5535,-3.3864,0.0018,0.0045,0.4233,0.024,0.0045,0.193,0.1994,-0.054000000000000006,0.0797,0.0,0.0264,0.0148,0.0009,0.0005,0.0002,0.0074,0.0168,0.0127,0.0133,0.1059,0.0002,0.3216,0.0,97.0382,0.0327,0.0013,0.0093,0.0008,0.0001,1.0286,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.0289,0,0,0,0
36,2.24,91.1786,1,-8.5347,3.3888,-5.2918,0.0018,0.0045,0.4246,0.024,0.0045,0.193,0.1989,-0.0372,0.0796,0.0,0.0217,0.0206,0.0008,0.0005,0.0002,0.0088,0.0111,0.0141,0.0112,0.0591,0.0002,0.2992,0.0,97.6391,0.036000000000000004,0.0013,0.008,0.0008,0.0002,0.9735,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.0289,0,0,0,0
37,2.32,92.6769,1,-6.8658,3.7798,-5.3471,0.0018,0.0045,0.4253,0.024,0.0045,0.193,0.19899999999999998,-0.0299,0.0797,0.0,0.0193,0.0258,0.0008,0.0005,0.0002,0.0088,0.0104,0.0148,0.012,0.0382,0.0003,0.3045,0.0,97.45200000000001,0.053,0.002,0.006999999999999999,0.001,0.0002,0.9972,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.028999999999999998,0,0,0,0
38,2.4,92.5961,1,-8.342,1.7564,-5.7255,0.0018,0.0045,0.4256,0.024,0.0045,0.193,0.1983,-0.024,0.0796,0.0,0.0177,0.0272,0.001,0.0006,0.0002,0.0085,0.008,0.0179,0.0075,0.0273,0.0003,0.273,0.0,98.2855,0.0567,0.0018,0.0063,0.0014,0.0003,0.9412,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.028999999999999998,0,0,0,0
39,2.48,92.5653,1,-8.1771,1.6559,-5.2099,0.0018,0.0045,0.4261,0.024,0.0045,0.1931,0.1978,-0.0183,0.0799,0.0,0.0159,0.0336,0.0014,0.0005,0.0002,0.0096,0.0042,0.0233,0.0057,0.0134,0.0003,0.2459,0.0,98.319,0.0602,0.0024,0.0053,0.0016,0.0003,1.0090000000000001,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.002,2.2978,2.2978,0.0018,0.028999999999999998,0,0,0,0
40,2.56,91.9542,1,-8.6287,1.5823,-5.51,0.0018,0.0045,0.4261,0.024,0.0045,0.1931,0.1972,-0.0168,0.0797,0.0,0.0185,0.0374,0.0012,0.0006,0.0002,0.0077,0.0031,0.0298,0.0056,0.0103,0.0002,0.218,0.0,98.3432,0.0888,0.0016,0.0051,0.0018,0.0003,0.8756,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.002,2.2978,2.2978,0.0018,0.028999999999999998,0,0,0,0
41,2.64,93.1646,1,-9.3506,1.0081,-6.2743,0.0018,0.0045,0.426,0.024,0.0045,0.1932,0.1971,-0.0137,0.0795,0.0,0.0155,0.0504,0.0012,0.0006,0.0002,0.0059,0.0022,0.034,0.0061,0.0069,0.0002,0.2153,0.0,98.5202,0.1025,0.0011,0.0051,0.002,0.0003,0.8986,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.002,2.2978,2.2978,0.0018,0.028999999999999998,0,0,0,0
42,2.72,92.6833,1,-8.4609,3.4785,-5.9703,0.0018,0.0045,0.426,0.024,0.0045,0.1933,0.1994,-0.0124,0.0795,0.0,0.0132,0.0543,0.001,0.0006,0.0002,0.0048,0.002,0.0311,0.0083,0.0068,0.0002,0.3253,98.7302,97.5974,0.1309,0.0019,0.0053,0.0024,0.0002,0.77,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2978,2.2978,0.0018,0.028999999999999998,0,0,0,0
43,2.8,93.1667,1,-7.9956,4.6232,-4.681,0.0018,0.0045,0.4259,0.024,0.0045,0.1931,0.2013,-0.0128,0.0794,0.0,0.0141,0.0409,0.0008,0.0007,0.0002,0.0047,0.0022,0.0307,0.0077,0.0098,0.0002,0.4146,99.7967,96.9979,0.1098,0.0033,0.0052,0.0025,0.0002,0.7689,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2978,2.2978,0.0018,0.028999999999999998,0,0,0,0
44,2.88,90.6044,1,-7.8660000000000005,4.8985,-6.1322,0.0018,0.0045,0.4256,0.024,0.0045,0.193,0.2079,-0.0146,0.0793,0.0,0.0138,0.0304,0.0008,0.001,0.0002,0.0032,0.0028,0.0271,0.0106,0.0204,0.0001,0.7182,0.031,96.8333,0.077,0.0069,0.0062,0.0027,0.0002,0.6345,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2978,2.2978,0.0018,0.0289,0,0,0,0
45,2.96,90.3583,1,-6.6055,6.0332,-4.9265,0.0018,0.0045,0.4252,0.024,0.0045,0.193,0.2156,-0.0153,0.0793,0.0,0.0134,0.027000000000000003,0.0006,0.0012,0.0002,0.0029,0.0036,0.0244,0.0101,0.0323,0.0001,1.0617,0.0,96.0583,0.0739,0.0135,0.0057,0.002,0.0002,0.6077,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2978,2.2978,0.0018,0.0289,0,0,0,0
46,3.04,91.6357,1,-6.7744,4.8872,-3.764,0.0018,0.0045,0.4248,0.024,0.0045,0.193,0.2219,-0.0232,0.0794,0.0,0.0177,0.021,0.0005,0.001,0.0001,0.0027,0.0048,0.0197,0.0128,0.0456,0.0001,1.3311,0.0,96.8402,0.0541,0.0092,0.0057,0.0019,0.0002,0.5275,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2978,2.2978,0.0018,0.0289,0,0,0,0
47,3.12,91.8045,1,-4.8934,5.004,-2.8217,0.0018,0.0045,0.4241,0.024,0.0045,0.1929,0.2348,-0.0312,0.0795,0.0,0.0203,0.0157,0.0004,0.001,0.0001,0.0031,0.0083,0.0188,0.0103,0.0719,0.0001,1.8661,0.0,96.7679,0.0279,0.0122,0.0055,0.0013,0.0002,0.4907,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.0019,2.2977,2.2977,0.0018,0.0288,0,0,0,0
48,3.16,91.3827,1,-5.6489,4.217,-3.6056,0.0018,0.0045,0.4225,0.024,0.0045,0.1929,0.2427,-0.0486,0.0798,0.0,0.0283,0.0119,0.0004,0.0011,0.0002,0.0034,0.0144,0.0183,0.0104,0.129,0.0001,2.1753,0.0,97.2256,0.0161,0.0227,0.0061,0.0011,0.0002,0.4596,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.002,2.2977,2.2977,0.0018,0.0288,0,0,0,0
49,3.24,91.9289,1,-4.2173,4.1298,-2.2318,0.0018,0.0045,0.4206,0.024,0.0045,0.193,0.2239,-0.0803,0.0802,0.0,0.0383,0.0126,0.0004,0.001,0.0002,0.0039,0.0247,0.0179,0.0085,0.2009,0.0001,1.4146,0.0,97.2723,0.0094,0.012,0.0067,0.0007,0.0002,0.4968,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.002,2.2977,2.2977,0.0018,0.0287,0,0,0,0
50,3.32,92.3054,1,-5.7451,3.5611,-0.8436,0.0018,0.0045,0.4202,0.024,0.0045,0.1931,0.2112,-0.0921,0.0803,0.0,0.0483,0.0126,0.0004,0.0011,0.0002,0.0052,0.0304,0.0148,0.0071,0.2179,0.0001,0.8651,0.0,97.5583,0.0064,0.0086,0.0085,0.0004,0.0002,0.4952,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.002,2.2977,2.2977,0.0018,0.0287,0,0,0,0
51,3.4,92.0852,1,-6.361000000000001,0.47100000000000003,1.6158,0.0018,0.0045,0.4223,0.0241,0.0045,0.1932,0.1972,-0.0736,0.0799,0.0,0.0615,0.0139,0.0004,0.0008,0.0002,0.0061,0.026000000000000002,0.0138,0.0049,0.1408,0.0001,0.2174,0.0,98.6689,0.0032,0.0032,0.0089,0.0005,0.0002,0.4165,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.002,2.2977,2.2977,0.0018,0.0287,0,0,0,0
52,3.48,91.04899999999999,1,-5.2562,-1.3017,1.7801,0.0018,0.0045,0.4236,0.0241,0.0045,0.1931,0.1939,-0.0602,0.0796,0.0,0.059000000000000004,0.0111,0.0004,0.0006,0.0002,0.008,0.0242,0.0109,0.0067,0.0936,0.0001,0.0586,0.0,98.4321,0.0012,0.0022,0.0088,0.0008,0.0003,0.3205,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.002,2.2977,2.2977,0.0018,0.0286,0,0,0,0
53,3.56,90.8665,1,-2.8661,-2.9202,1.9980000000000002,0.0018,0.0045,0.4238,0.024,0.0045,0.193,0.1932,-0.0561,0.0796,0.0,0.0353,0.0103,0.0003,0.0003,0.0002,0.0109,0.0325,0.0099,0.0097,0.0894,0.0001,0.0261,0.0,97.8458,0.0005,0.0049,0.0064,0.0012,0.0005,0.28,0.0018,0.0018,0.0018,0.0018,0.0018,0.0045,0.0,0.002,2.2977,2.2977,0.0018,0.0286,0,0,0,0
